#scan;iMeasureCycle=1;iMux=0;time=0.07;N=142;LocalTime=21/12/2023 12:51:14;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
-7;-7.34E-11;13.932684;-10;-5.08E-05;13.932684;;;-7;5.08E-05;7.34E-11;0.007125995;;;
-6.5;1.67E-10;14.082491;-10;-4.88E-05;14.082491;;;-6.5;4.88E-05;1.67E-10;0.006989056;;;
-6;3.86E-10;14.232449;-10;-4.68E-05;14.232449;;;-6;4.68E-05;3.86E-10;0.006841396;;;
-5.5;5.97E-10;14.382453;-10;-4.47E-05;14.382453;;;-5.5;4.47E-05;5.97E-10;0.006683367;;;
-5;7.94E-10;14.532683;-10;-4.25E-05;14.532683;;;-5;0.000042455;7.94E-10;0.00651575;;;
-4.50001;9.78E-10;14.682585;-10;-4.02E-05;14.682585;;;-4.50001;4.02E-05;9.78E-10;0.006338998;;;
-4.00001;1.13E-09;14.842782;-10;-3.79E-05;14.842782;;;-4.00001;3.79E-05;1.13E-09;0.0061533;;;
-3.50001;1.33E-09;14.992922;-10;-3.55E-05;14.992922;;;-3.50001;3.55E-05;1.33E-09;0.005957701;;;
-3.00001;1.49E-09;15.142799;-10;-3.31E-05;15.142799;;;-3.00001;3.31E-05;1.49E-09;0.005752295;;;
-2.50001;1.59E-09;15.317613;-10;-3.07E-05;15.317613;;;-2.50001;3.07E-05;1.59E-09;0.005539413;;;
-2.00001;1.77E-09;15.467463;-10;-2.82E-05;15.467463;;;-2.00001;0.000028248;1.77E-09;0.005314885;;;
-1.50001;1.92E-09;15.617277;-10;-2.58E-05;15.617277;;;-1.50001;0.000025827;1.92E-09;0.005082027;;;
-1.00001;2.03E-09;15.767025;-10;-2.34E-05;15.767025;;;-1.00001;2.34E-05;2.03E-09;0.004839638;;;
-0.50001;2.12E-09;15.937501;-10;-2.11E-05;15.937501;;;-0.50001;2.11E-05;2.12E-09;0.004589684;;;
0;2.23E-09;16.087259;-10;-1.87E-05;16.087259;;;0;1.87E-05;2.23E-09;0.004327852;;;
0.5;2.33E-09;16.237084;-10;-1.65E-05;16.237084;;;0.5;1.65E-05;2.33E-09;0.004056587;;;
1.00001;2.42E-09;16.38697;-10;-1.43E-05;16.38697;;;1.00001;1.43E-05;2.42E-09;0.003777248;;;
1.49999;2.50E-09;16.537486;-10;-1.22E-05;16.537486;;;1.49999;1.22E-05;2.50E-09;0.003490759;;;
2;2.55E-09;16.687372;-10;-1.02E-05;16.687372;;;2;1.02E-05;2.55E-09;0.003197155;;;
2.5;2.63E-09;16.850053;-10;-8.41E-06;16.850053;;;2.5;8.41E-06;2.63E-09;0.002899898;;;
3.00001;2.75E-09;16.999941;-10;-6.77E-06;16.999941;;;3.00001;6.77E-06;2.75E-09;0.002601246;;;
3.5;2.84E-09;17.149711;-10;-5.32E-06;17.149711;;;3.5;5.32E-06;2.84E-09;0.002307481;;;
4;2.85E-09;17.322736;-10;-4.11E-06;17.322736;;;4;4.11E-06;2.85E-09;0.002026672;;;
4.5;2.99E-09;17.47261;-10;-3.09E-06;17.47261;;;4.5;3.09E-06;2.99E-09;0.001758889;;;
4.99999;3.13E-09;17.622432;-10;-2.29E-06;17.622432;;;4.99999;2.29E-06;3.13E-09;0.001512567;;;
5.49999;3.25E-09;17.772166;-10;-1.67E-06;17.772166;;;5.49999;1.67E-06;3.25E-09;0.001291077;;;
6;3.32E-09;17.942393;-10;-1.21E-06;17.942393;;;6;1.21E-06;3.32E-09;0.00109803;;;
6.5;3.36E-09;18.092182;-10;-8.67E-07;18.092182;;;6.5;8.67E-07;3.36E-09;0.000931139;;;
7;3.30E-09;18.244974;-10;-6.24E-07;18.244974;;;7;6.24E-07;3.30E-09;0.000789973;;;
7.5;3.25E-09;18.394848;-10;-4.54E-07;18.394848;;;7.5;4.54E-07;3.25E-09;0.000673613;;;
8;3.18E-09;18.544766;-10;-3.34E-07;18.544766;;;8;3.34E-07;3.18E-09;0.000577807;;;
8.49999;3.12E-09;18.694568;-10;-2.49E-07;18.694568;;;8.49999;2.49E-07;3.12E-09;0.000498813;;;
9;3.05E-09;18.853219;-10;-1.87E-07;18.853219;;;9;1.87E-07;3.05E-09;0.000432575;;;
9.5;3.03E-09;19.003117;-10;-1.41E-07;19.003117;;;9.5;1.41E-07;3.03E-09;0.00037545;;;
10;3.03E-09;19.152855;-10;-1.06E-07;19.152855;;;10;1.06E-07;3.03E-09;0.000325103;;;
10.49999;2.94E-09;19.34496;-9.99999;-7.88E-08;19.34496;;;10.49999;7.88E-08;2.94E-09;0.000280769;;;
11;2.96E-09;19.517679;-10.00001;-5.80E-08;19.517679;;;11;5.80E-08;2.96E-09;0.000240739;;;
11.49999;2.99E-09;19.687754;-9.99999;-4.19E-08;19.687754;;;11.49999;4.19E-08;2.99E-09;0.00020481;;;
12;2.98E-09;19.882434;-10;-2.99E-08;19.882434;;;12;2.99E-08;2.98E-09;0.000173044;;;
12.5;3.07E-09;20.0526;-10;-2.09E-08;20.0526;;;12.5;2.09E-08;3.07E-09;0.000144657;;;
13;3.13E-09;20.222604;-10;-1.43E-08;20.222604;;;13;1.43E-08;3.13E-09;0.000119612;;;
13.49999;3.22E-09;20.392698;-10.00001;-9.72E-09;20.392698;;;13.49999;9.72E-09;3.22E-09;9.86E-05;;;
14;3.33E-09;20.568919;-10;-6.66E-09;20.568919;;;14;6.66E-09;3.33E-09;8.16E-05;;;
14.49999;3.50E-09;20.744944;-10.00001;-4.75E-09;20.744944;;;14.49999;4.75E-09;3.50E-09;6.89E-05;;;
15;3.65E-09;20.921049;-10;-3.61E-09;20.921049;;;15;3.61E-09;3.65E-09;6.01E-05;;;
15.49999;3.72E-09;21.097211;-10;-2.95E-09;21.097211;;;15.49999;2.95E-09;3.72E-09;5.43E-05;;;
16;3.70E-09;21.273289;-10;-2.55E-09;21.273289;;;16;2.55E-09;3.70E-09;5.05E-05;;;
16.5;3.61E-09;21.451404;-10.00001;-2.29E-09;21.451404;;;16.5;2.29E-09;3.61E-09;4.78E-05;;;
16.99999;3.49E-09;21.62757;-10.00001;-2.12E-09;21.62757;;;16.99999;2.12E-09;3.49E-09;4.61E-05;;;
17.5;3.33E-09;21.823121;-10;-2.01E-09;21.823121;;;17.5;2.01E-09;3.33E-09;4.48E-05;;;
18;3.24E-09;21.99934;-10.00001;-1.94E-09;21.99934;;;18;1.94E-09;3.24E-09;4.40E-05;;;
18.5;3.14E-09;22.175554;-10.00001;-1.89E-09;22.175554;;;18.5;1.89E-09;3.14E-09;4.34E-05;;;
18.99999;3.03E-09;22.385143;-10.00001;-1.84E-09;22.385143;;;18.99999;1.84E-09;3.03E-09;4.28E-05;;;
19.5;2.97E-09;22.561346;-10.00001;-1.81E-09;22.561346;;;19.5;1.81E-09;2.97E-09;4.25E-05;;;
19.99999;2.92E-09;22.737344;-10.00001;-1.78E-09;22.737344;;;19.99999;1.78E-09;2.92E-09;4.22E-05;;;
