#scan;iMeasureCycle=1;iMux=0;time=0.141;N=202;LocalTime=20/12/2023 11:41:54;;;;;;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);;|IDrain|^1/2 (A^1/2);;;;|IDrain|_off_avg;;|IDrain|_max;ON/OFF
4.09999;5.99E-10;24.518381;-10;-1.94E-10;24.518381;;;4.09999;1.94E-10;5.99E-10;;1.39E-05;;;;;;;
4.19999;6.01E-10;24.63959;-10;-1.96E-10;24.63959;;;4.19999;1.96E-10;6.01E-10;;1.40E-05;;;;;;;
4.29999;5.94E-10;24.760791;-10;-1.93E-10;24.760791;;;4.29999;1.93E-10;5.94E-10;;1.39E-05;;;;;;;
4.39999;5.61E-10;24.898078;-10;-1.80E-10;24.898078;;;4.39999;1.80E-10;5.61E-10;;1.34E-05;;;;;;;
4.49999;5.89E-10;25.019347;-10;-1.91E-10;25.019347;;;4.49999;1.91E-10;5.89E-10;;1.38E-05;;;;;;;
4.59999;5.92E-10;25.140534;-10;-1.92E-10;25.140534;;;4.59999;1.92E-10;5.92E-10;;1.38E-05;;;;;;;
4.69999;5.86E-10;25.261774;-10;-1.90E-10;25.261774;;;4.69999;1.90E-10;5.86E-10;;1.38E-05;;;;;;;
4.79999;5.58E-10;25.398261;-10;-1.79E-10;25.398261;;;4.79999;1.79E-10;5.58E-10;;1.34E-05;;;;;;;
4.89999;5.84E-10;25.519525;-10;-1.90E-10;25.519525;;;4.89999;1.90E-10;5.84E-10;;1.38E-05;;;;;;;
4.99999;5.86E-10;25.64073;-10;-1.90E-10;25.64073;;;4.99999;1.90E-10;5.86E-10;;1.38E-05;;;;;;;
