File Name: 03_Sample12_device4_It_150kV_VDrain1V_VGate50V.dat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Data: 22/11/2023;10:49:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;Time (s);Idrain(A);;;Time_100uA (s);IDrain_dark (A);;;Time_100uA (s);IDrain_raw (A);Fit (A);dI_100uA (A);;;Time_200uA_dark (s);IDrain_dark(A);;Time_200_raw(s);IDrain_raw(A);;;;Time_400uA_raw (s);IDrain_raw(A);Fit (A);dI (A);;Time_400uA_dark (s);;;;Time_500uA_raw (s);IDrain_raw (A);Fit (A);dI (A);;Time_500uA_dark (s);;;;Time_300uA_raw (s);IDrain_raw (A);Fit (A);dI (A);;Time_300uA_dark (s);
6.11E+05;1.00E+00;3.25E-07;5.00E+01;7.90E-09;;;611.00;3.25E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.12E+05;1.00E+00;3.20E-07;5.00E+01;7.79E-09;;;611.50;3.20E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.12E+05;1.00E+00;3.13E-07;5.00E+01;7.80E-09;;;612.00;3.13E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.13E+05;1.00E+00;3.08E-07;5.00E+01;7.82E-09;;;612.50;3.08E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.13E+05;1.00E+00;3.06E-07;5.00E+01;7.82E-09;;;613.00;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.14E+05;1.00E+00;3.06E-07;5.00E+01;7.85E-09;;;613.50;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.14E+05;1.00E+00;3.06E-07;5.00E+01;7.87E-09;;;614.00;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.15E+05;1.00E+00;3.06E-07;5.00E+01;7.84E-09;;;614.50;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.15E+05;1.00E+00;3.05E-07;5.00E+01;7.85E-09;;;615.00;3.05E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.16E+05;1.00E+00;3.08E-07;5.00E+01;7.86E-09;;;615.50;3.08E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.16E+05;1.00E+00;3.08E-07;5.00E+01;7.85E-09;;;616.00;3.08E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.17E+05;1.00E+00;3.15E-07;5.00E+01;7.94E-09;;;616.50;3.15E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.17E+05;1.00E+00;3.22E-07;5.00E+01;7.94E-09;;;617.00;3.22E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.18E+05;1.00E+00;3.13E-07;5.00E+01;7.81E-09;;;617.50;3.13E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.18E+05;1.00E+00;3.09E-07;5.00E+01;7.85E-09;;;618.00;3.09E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.19E+05;1.00E+00;3.09E-07;5.00E+01;7.87E-09;;;618.50;3.09E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.19E+05;1.00E+00;3.19E-07;5.00E+01;7.88E-09;;;619.00;3.19E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.20E+05;1.00E+00;3.89E-07;5.00E+01;8.26E-10;;;619.50;3.89E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.20E+05;1.00E+00;4.14E-07;5.00E+01;5.00E-10;;;620.00;4.14E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.21E+05;1.00E+00;4.29E-07;5.00E+01;3.17E-10;;;620.50;4.29E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.21E+05;1.00E+00;4.42E-07;5.00E+01;2.20E-10;;;621.00;4.42E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.22E+05;1.00E+00;4.39E-07;5.00E+01;1.29E-10;;;621.50;4.39E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.22E+05;1.00E+00;4.45E-07;5.00E+01;1.47E-10;;;622.00;4.45E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.23E+05;1.00E+00;4.45E-07;5.00E+01;1.47E-10;;;622.50;4.45E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.23E+05;1.00E+00;4.42E-07;5.00E+01;1.03E-10;;;623.00;4.42E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.24E+05;1.00E+00;4.43E-07;5.00E+01;1.28E-10;;;623.50;4.43E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.24E+05;1.00E+00;4.42E-07;5.00E+01;1.17E-10;;;624.00;4.42E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.25E+05;1.00E+00;4.41E-07;5.00E+01;9.29E-11;;;624.50;4.41E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.25E+05;1.00E+00;4.41E-07;5.00E+01;1.30E-10;;;625.00;4.41E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.26E+05;1.00E+00;4.38E-07;5.00E+01;9.62E-11;;;625.50;4.38E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.26E+05;1.00E+00;4.37E-07;5.00E+01;1.02E-10;;;626.00;4.37E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.27E+05;1.00E+00;4.37E-07;5.00E+01;1.23E-10;;;626.50;4.37E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.27E+05;1.00E+00;4.36E-07;5.00E+01;1.04E-10;;;627.00;4.36E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.28E+05;1.00E+00;4.35E-07;5.00E+01;1.06E-10;;;627.50;4.35E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.28E+05;1.00E+00;4.36E-07;5.00E+01;1.19E-10;;;628.00;4.36E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.29E+05;1.00E+00;4.34E-07;5.00E+01;1.12E-10;;;628.50;4.34E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.29E+05;1.00E+00;4.13E-07;5.00E+01;1.01E-10;;;629.00;4.13E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.30E+05;1.00E+00;3.43E-07;5.00E+01;7.32E-09;;;629.50;3.43E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.30E+05;1.00E+00;3.17E-07;5.00E+01;7.60E-09;;;630.00;3.17E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.31E+05;1.00E+00;3.07E-07;5.00E+01;7.79E-09;;;630.50;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.31E+05;1.00E+00;3.01E-07;5.00E+01;7.77E-09;;;631.00;3.01E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.32E+05;1.00E+00;3.04E-07;5.00E+01;7.87E-09;;;631.50;3.04E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.32E+05;1.00E+00;3.06E-07;5.00E+01;7.86E-09;;;632.00;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.33E+05;1.00E+00;3.07E-07;5.00E+01;7.86E-09;;;632.50;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.33E+05;1.00E+00;3.07E-07;5.00E+01;7.86E-09;;;633.00;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.34E+05;1.00E+00;3.02E-07;5.00E+01;7.83E-09;;;633.50;3.02E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.34E+05;1.00E+00;3.04E-07;5.00E+01;7.89E-09;;;634.00;3.04E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.35E+05;1.00E+00;3.02E-07;5.00E+01;7.86E-09;;;634.50;3.02E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.35E+05;1.00E+00;3.03E-07;5.00E+01;7.88E-09;;;635.00;3.03E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.36E+05;1.00E+00;3.04E-07;5.00E+01;7.88E-09;;;635.50;3.04E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.36E+05;1.00E+00;3.04E-07;5.00E+01;7.88E-09;;;636.00;3.04E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.37E+05;1.00E+00;3.03E-07;5.00E+01;7.86E-09;;;636.50;3.03E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.37E+05;1.00E+00;3.03E-07;5.00E+01;7.87E-09;;;637.00;3.03E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.38E+05;1.00E+00;3.05E-07;5.00E+01;7.85E-09;;;637.50;3.05E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.38E+05;1.00E+00;3.13E-07;5.00E+01;7.88E-09;;;638.00;3.13E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.39E+05;1.00E+00;3.14E-07;5.00E+01;7.89E-09;;;638.50;3.14E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.39E+05;1.00E+00;3.09E-07;5.00E+01;7.82E-09;;;639.00;3.09E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.40E+05;1.00E+00;3.75E-07;5.00E+01;8.93E-10;;;639.50;3.75E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.40E+05;1.00E+00;4.06E-07;5.00E+01;5.13E-10;;;640.00;4.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.41E+05;1.00E+00;4.25E-07;5.00E+01;3.20E-10;;;640.50;4.25E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.41E+05;1.00E+00;4.33E-07;5.00E+01;2.24E-10;;;641.00;4.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.42E+05;1.00E+00;4.38E-07;5.00E+01;1.74E-10;;;641.50;4.38E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.42E+05;1.00E+00;4.39E-07;5.00E+01;1.43E-10;;;642.00;4.39E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.43E+05;1.00E+00;4.38E-07;5.00E+01;1.33E-10;;;642.50;4.38E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.43E+05;1.00E+00;4.36E-07;5.00E+01;9.86E-11;;;643.00;4.36E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.44E+05;1.00E+00;4.33E-07;5.00E+01;1.02E-10;;;643.50;4.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.44E+05;1.00E+00;4.33E-07;5.00E+01;1.05E-10;;;644.00;4.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.45E+05;1.00E+00;4.33E-07;5.00E+01;1.38E-10;;;644.50;4.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.45E+05;1.00E+00;4.34E-07;5.00E+01;1.31E-10;;;645.00;4.34E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.46E+05;1.00E+00;4.34E-07;5.00E+01;1.23E-10;;;645.50;4.34E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.46E+05;1.00E+00;4.36E-07;5.00E+01;1.22E-10;;;646.00;4.36E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.47E+05;1.00E+00;4.33E-07;5.00E+01;1.06E-10;;;646.50;4.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.47E+05;1.00E+00;4.31E-07;5.00E+01;9.29E-11;;;647.00;4.31E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.48E+05;1.00E+00;4.29E-07;5.00E+01;9.71E-11;;;647.50;4.29E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.48E+05;1.00E+00;4.31E-07;5.00E+01;1.17E-10;;;648.00;4.31E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.49E+05;1.00E+00;4.31E-07;5.00E+01;1.28E-10;;;648.50;4.31E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.49E+05;1.00E+00;4.13E-07;5.00E+01;9.32E-11;;;649.00;4.13E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.50E+05;1.00E+00;3.48E-07;5.00E+01;7.34E-09;;;649.50;3.48E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.50E+05;1.00E+00;3.23E-07;5.00E+01;7.65E-09;;;650.00;3.23E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.51E+05;1.00E+00;3.12E-07;5.00E+01;7.78E-09;;;650.50;3.12E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.51E+05;1.00E+00;3.09E-07;5.00E+01;7.82E-09;;;651.00;3.09E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.52E+05;1.00E+00;3.07E-07;5.00E+01;7.84E-09;;;651.50;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.52E+05;1.00E+00;3.07E-07;5.00E+01;7.85E-09;;;652.00;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.53E+05;1.00E+00;3.07E-07;5.00E+01;7.87E-09;;;652.50;3.07E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.53E+05;1.00E+00;3.06E-07;5.00E+01;7.87E-09;;;653.00;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.54E+05;1.00E+00;3.11E-07;5.00E+01;7.91E-09;;;653.50;3.11E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.54E+05;1.00E+00;3.12E-07;5.00E+01;7.84E-09;;;654.00;3.12E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.55E+05;1.00E+00;3.06E-07;5.00E+01;7.77E-09;;;654.50;3.06E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.55E+05;1.00E+00;3.11E-07;5.00E+01;7.92E-09;;;655.00;3.11E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.56E+05;1.00E+00;3.09E-07;5.00E+01;7.87E-09;;;655.50;3.09E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.56E+05;1.00E+00;3.11E-07;5.00E+01;7.88E-09;;;656.00;3.11E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.57E+05;1.00E+00;3.17E-07;5.00E+01;7.94E-09;;;656.50;3.17E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.57E+05;1.00E+00;3.13E-07;5.00E+01;7.74E-09;;;657.00;3.13E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.58E+05;1.00E+00;3.15E-07;5.00E+01;7.87E-09;;;657.50;3.15E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.58E+05;1.00E+00;3.17E-07;5.00E+01;7.90E-09;;;658.00;3.17E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.59E+05;1.00E+00;3.20E-07;5.00E+01;7.89E-09;;;658.50;3.20E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.59E+05;1.00E+00;3.23E-07;5.00E+01;7.88E-09;;;659.00;3.23E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.60E+05;1.00E+00;3.82E-07;5.00E+01;9.05E-10;;;659.50;3.82E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.60E+05;1.00E+00;4.11E-07;5.00E+01;4.58E-10;;;660.00;4.11E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.61E+05;1.00E+00;4.28E-07;5.00E+01;2.76E-10;;;660.50;4.28E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.61E+05;1.00E+00;4.33E-07;5.00E+01;1.87E-10;;;661.00;4.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.62E+05;1.00E+00;4.39E-07;5.00E+01;1.56E-10;;;661.50;4.39E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.62E+05;1.00E+00;4.42E-07;5.00E+01;1.37E-10;;;662.00;4.42E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.63E+05;1.00E+00;4.39E-07;5.00E+01;1.05E-10;;;662.50;4.39E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.63E+05;1.00E+00;4.36E-07;5.00E+01;1.03E-10;;;663.00;4.36E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.64E+05;1.00E+00;4.33E-07;5.00E+01;1.05E-10;;;663.50;4.33E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.64E+05;1.00E+00;4.32E-07;5.00E+01;1.07E-10;;;664.00;4.32E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.65E+05;1.00E+00;4.35E-07;5.00E+01;1.36E-10;;;664.50;4.35E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.65E+05;1.00E+00;4.37E-07;5.00E+01;1.35E-10;;;665.00;4.37E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.66E+05;1.00E+00;4.34E-07;5.00E+01;9.94E-11;;;665.50;4.34E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.66E+05;1.00E+00;4.32E-07;5.00E+01;1.03E-10;;;666.00;4.32E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.67E+05;1.00E+00;4.31E-07;5.00E+01;1.05E-10;;;666.50;4.31E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.67E+05;1.00E+00;4.26E-07;5.00E+01;1.01E-10;;;667.00;4.26E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.68E+05;1.00E+00;4.32E-07;5.00E+01;1.43E-10;;;667.50;4.32E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.68E+05;1.00E+00;4.31E-07;5.00E+01;1.10E-10;;;668.00;4.31E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.69E+05;1.00E+00;4.28E-07;5.00E+01;9.95E-11;;;668.50;4.28E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.69E+05;1.00E+00;4.20E-07;5.00E+01;1.32E-10;;;669.00;4.20E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.70E+05;1.00E+00;3.49E-07;5.00E+01;7.29E-09;;;669.50;3.49E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.70E+05;1.00E+00;3.22E-07;5.00E+01;7.61E-09;;;670.00;3.22E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.71E+05;1.00E+00;3.15E-07;5.00E+01;7.80E-09;;;670.50;3.15E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.71E+05;1.00E+00;3.17E-07;5.00E+01;7.87E-09;;;671.00;3.17E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.72E+05;1.00E+00;3.11E-07;5.00E+01;7.86E-09;;;671.50;3.11E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.72E+05;1.00E+00;3.12E-07;5.00E+01;7.87E-09;;;672.00;3.12E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.73E+05;1.00E+00;3.10E-07;5.00E+01;7.86E-09;;;672.50;3.10E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.73E+05;1.00E+00;3.13E-07;5.00E+01;7.86E-09;;;673.00;3.13E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.74E+05;1.00E+00;3.10E-07;5.00E+01;7.87E-09;;;673.50;3.10E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.74E+05;1.00E+00;3.11E-07;5.00E+01;7.90E-09;;;674.00;3.11E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.75E+05;1.00E+00;3.09E-07;5.00E+01;7.89E-09;;;674.50;3.09E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.75E+05;1.00E+00;3.10E-07;5.00E+01;7.89E-09;;;675.00;3.10E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.76E+05;1.00E+00;3.12E-07;5.00E+01;7.90E-09;;;675.50;3.12E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.76E+05;1.00E+00;3.12E-07;5.00E+01;7.88E-09;;;676.00;3.12E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.77E+05;1.00E+00;3.10E-07;5.00E+01;7.89E-09;;;676.50;3.10E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.77E+05;1.00E+00;3.10E-07;5.00E+01;7.88E-09;;;677.00;3.10E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.78E+05;1.00E+00;3.12E-07;5.00E+01;7.89E-09;;;677.50;3.12E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.78E+05;1.00E+00;3.13E-07;5.00E+01;7.89E-09;;;678.00;3.13E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.79E+05;1.00E+00;3.14E-07;5.00E+01;7.89E-09;;;678.50;3.14E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.79E+05;1.00E+00;3.15E-07;5.00E+01;7.91E-09;;;679.00;3.15E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.80E+05;1.00E+00;3.77E-07;5.00E+01;9.42E-10;;;679.50;3.77E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.80E+05;1.00E+00;4.01E-07;5.00E+01;4.71E-10;;;680.00;4.01E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6.81E+05;1.00E+00;4.18E-07;5.00E+01;3.07E-10;;;680.50;4.18E-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
