#scan;iMeasureCycle=1;iMux=0;time=0.128;N=142;LocalTime=21/12/2023 15:05:08;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
2.99999;3.17E-09;5.615883;-10;-1.67E-05;5.615883;;;2.99999;1.67E-05;3.17E-09;0.004089462;;;
2.5;3.07E-09;5.765767;-10;-1.85E-05;5.765767;;;2.5;1.85E-05;3.07E-09;0.004301872;;;
1.99999;2.92E-09;5.915658;-10;-2.03E-05;5.915658;;;1.99999;2.03E-05;2.92E-09;0.004510288;;;
1.5;2.75E-09;6.066163;-10;-2.22E-05;6.066163;;;1.5;2.22E-05;2.75E-09;0.004715029;;;
0.99999;2.61E-09;6.215983;-10;-2.42E-05;6.215983;;;0.99999;2.42E-05;2.61E-09;0.004915353;;;
0.5;2.44E-09;6.375907;-10;-2.61E-05;6.375907;;;0.5;2.61E-05;2.44E-09;0.00511182;;;
-1.00E-05;2.27E-09;6.525702;-10;-2.81E-05;6.525702;;;-1.00E-05;0.000028133;2.27E-09;0.005304055;;;
-0.5;2.08E-09;6.675462;-10;-3.02E-05;6.675462;;;-0.5;3.02E-05;2.08E-09;0.005491976;;;
-1;1.93E-09;6.849633;-10;-3.22E-05;6.849633;;;-1;3.22E-05;1.93E-09;0.005670494;;;
-1.5;1.71E-09;6.999548;-10;-3.41E-05;6.999548;;;-1.5;3.41E-05;1.71E-09;0.005843389;;;
-2.00001;1.49E-09;7.149401;-10;-3.61E-05;7.149401;;;-2.00001;3.61E-05;1.49E-09;0.006007204;;;
-2.5;1.26E-09;7.299221;-10;-3.80E-05;7.299221;;;-2.5;3.80E-05;1.26E-09;0.00616267;;;
-3.00001;1.04E-09;7.471249;-10;-3.98E-05;7.471249;;;-3.00001;3.98E-05;1.04E-09;0.006308819;;;
-3.5;7.90E-10;7.621027;-10;-4.16E-05;7.621027;;;-3.5;4.16E-05;7.90E-10;0.006448984;;;
-4.00001;5.26E-10;7.770861;-10;-4.33E-05;7.770861;;;-4.00001;4.33E-05;5.26E-10;0.006581839;;;
-4.5;2.53E-10;7.920681;-10;-4.50E-05;7.920681;;;-4.5;4.50E-05;2.53E-10;0.006706907;;;
-5;-1.33E-11;8.071029;-10;-4.66E-05;8.071029;;;-5;4.66E-05;1.33E-11;0.006823298;;;
-5.5;-3.01E-10;8.220867;-10;-4.81E-05;8.220867;;;-5.5;4.81E-05;3.01E-10;0.006933441;;;
-6.00001;-5.87E-10;8.380828;-10;-4.95E-05;8.380828;;;-6.00001;4.95E-05;5.87E-10;0.007036157;;;
-6.50001;-9.02E-10;8.530704;-10;-5.09E-05;8.530704;;;-6.50001;5.09E-05;9.02E-10;0.007131206;;;
-7.00001;-1.24E-09;8.680471;-10;-5.21E-05;8.680471;;;-7.00001;5.21E-05;1.24E-09;0.007218255;;;
-7.50001;-1.52E-09;8.854547;-10;-5.33E-05;8.854547;;;-7.50001;5.33E-05;1.52E-09;0.007297623;;;
-8.00001;-1.90E-09;9.004539;-10;-5.43E-05;9.004539;;;-8.00001;5.43E-05;1.90E-09;0.00736924;;;
-8.50001;-2.23E-09;9.154382;-10;-5.53E-05;9.154382;;;-8.50001;5.53E-05;2.23E-09;0.007434622;;;
-9.00001;-2.58E-09;9.30418;-10;-5.61E-05;9.30418;;;-9.00001;5.61E-05;2.58E-09;0.007491442;;;
-9.50001;-2.94E-09;9.476051;-10;-5.69E-05;9.476051;;;-9.50001;5.69E-05;2.94E-09;0.007541711;;;
-10;-3.30E-09;9.625805;-10;-5.76E-05;9.625805;;;-10;5.76E-05;3.30E-09;0.007587075;;;
-10.5;-3.69E-09;9.775672;-10;-5.82E-05;9.775672;;;-10.5;5.82E-05;3.69E-09;0.007628394;;;
-11.00001;-4.08E-09;9.925508;-10;-5.88E-05;9.925508;;;-11.00001;5.88E-05;4.08E-09;0.007666303;;;
-11.5;-4.46E-09;10.075969;-10;-5.93E-05;10.075969;;;-11.5;0.0000593;4.46E-09;0.007700649;;;
-12;-4.85E-09;10.225784;-10;-5.98E-05;10.225784;;;-12;5.98E-05;4.85E-09;0.007730427;;;
-12.50001;-5.23E-09;10.386025;-10;-6.02E-05;10.386025;;;-12.50001;6.02E-05;5.23E-09;0.007757764;;;
-13.00001;-5.64E-09;10.535893;-10;-6.06E-05;10.535893;;;-13.00001;6.06E-05;5.64E-09;0.007782204;;;
-13.50001;-6.06E-09;10.685698;-10;-6.09E-05;10.685698;;;-13.50001;6.09E-05;6.06E-09;0.007804755;;;
-14.00001;-6.45E-09;10.859838;-10;-6.12E-05;10.859838;;;-14.00001;6.12E-05;6.45E-09;0.007822691;;;
-14.5;-6.86E-09;11.009749;-10;-6.15E-05;11.009749;;;-14.5;6.15E-05;6.86E-09;0.007840772;;;
-15.00001;-7.32E-09;11.159541;-10;-6.17E-05;11.159541;;;-15.00001;6.17E-05;7.32E-09;0.007856182;;;
-15.00001;-7.18E-09;11.281895;-10;-6.17E-05;11.281895;;;-15.00001;6.17E-05;7.18E-09;0.007851891;;;
-14.50001;-6.48E-09;11.431675;-10;-6.12E-05;11.431675;;;-14.50001;6.12E-05;6.48E-09;0.007823452;;;
-14;-5.92E-09;11.581639;-10;-6.08E-05;11.581639;;;-14;0.000060752;5.92E-09;0.007794357;;;
-13.50001;-5.40E-09;11.731627;-10;-6.03E-05;11.731627;;;-13.50001;6.03E-05;5.40E-09;0.007762616;;;
-13.00001;-4.93E-09;11.88998;-10;-5.97E-05;11.88998;;;-13.00001;0.000059739;4.93E-09;0.007729101;;;
-12.50001;-4.48E-09;12.039929;-10;-5.92E-05;12.039929;;;-12.50001;5.92E-05;4.48E-09;0.00769403;;;
-12;-4.00E-09;12.189771;-10;-5.86E-05;12.189771;;;-12;5.86E-05;4.00E-09;0.007654763;;;
-11.5;-3.61E-09;12.364596;-10;-5.80E-05;12.364596;;;-11.5;5.80E-05;3.61E-09;0.007614151;;;
-11;-3.16E-09;12.514469;-10;-5.73E-05;12.514469;;;-11;5.73E-05;3.16E-09;0.007568534;;;
-10.5;-2.74E-09;12.664238;-10;-5.65E-05;12.664238;;;-10.5;5.65E-05;2.74E-09;0.00751982;;;
-10;-2.33E-09;12.814095;-10;-5.58E-05;12.814095;;;-10;5.58E-05;2.33E-09;0.007467811;;;
-9.50001;-1.99E-09;12.984563;-10;-5.49E-05;12.984563;;;-9.50001;5.49E-05;1.99E-09;0.007410978;;;
-9.00001;-1.56E-09;13.134377;-10;-5.40E-05;13.134377;;;-9.00001;0.000054001;1.56E-09;0.007348537;;;
-8.5;-1.24E-09;13.28421;-10;-5.30E-05;13.28421;;;-8.5;0.000052998;1.24E-09;0.007279973;;;
-8;-8.77E-10;13.434158;-10;-5.19E-05;13.434158;;;-8;5.19E-05;8.77E-10;0.007203728;;;
-7.50001;-5.23E-10;13.584505;-10;-5.07E-05;13.584505;;;-7.50001;5.07E-05;5.23E-10;0.007120288;;;
-7.00001;-2.17E-10;13.734368;-10;-4.94E-05;13.734368;;;-7.00001;4.94E-05;2.17E-10;0.007029061;;;
-6.5;9.32E-11;13.894423;-10;-4.80E-05;13.894423;;;-6.5;4.80E-05;9.32E-11;0.006930375;;;
-6.00001;4.16E-10;14.044321;-10;-4.65E-05;14.044321;;;-6.00001;4.65E-05;4.16E-10;0.006821979;;;
-5.5;6.99E-10;14.194136;-10;-4.50E-05;14.194136;;;-5.5;0.00004499;6.99E-10;0.006707459;;;
-5.00001;9.39E-10;14.368576;-10;-4.34E-05;14.368576;;;-5.00001;4.34E-05;9.39E-10;0.006584748;;;
-4.50001;1.24E-09;14.51847;-10;-4.17E-05;14.51847;;;-4.50001;4.17E-05;1.24E-09;0.006455788;;;
-4;1.50E-09;14.668224;-10;-3.99E-05;14.668224;;;-4;3.99E-05;1.50E-09;0.00631852;;;
-3.5;1.72E-09;14.818033;-10;-3.81E-05;14.818033;;;-3.5;3.81E-05;1.72E-09;0.00617384;;;
-3;1.96E-09;14.989615;-10;-3.63E-05;14.989615;;;-3;3.63E-05;1.96E-09;0.006022134;;;
-2.50001;2.16E-09;15.13947;-10;-3.44E-05;15.13947;;;-2.50001;3.44E-05;2.16E-09;0.00586186;;;
-2;2.36E-09;15.289293;-10;-3.24E-05;15.289293;;;-2;3.24E-05;2.36E-09;0.005694085;;;
-1.50001;2.57E-09;15.439153;-10;-3.05E-05;15.439153;;;-1.50001;3.05E-05;2.57E-09;0.005519321;;;
-1;2.74E-09;15.589461;-10;-2.85E-05;15.589461;;;-1;0.000028472;2.74E-09;0.005335916;;;
-0.50001;2.93E-09;15.739318;-10;-2.65E-05;15.739318;;;-0.50001;2.65E-05;2.93E-09;0.005144832;;;
-1.00E-05;3.06E-09;15.899594;-10;-2.45E-05;15.899594;;;-1.00E-05;2.45E-05;3.06E-09;0.004948424;;;
0.5;3.19E-09;16.049584;-10;-2.25E-05;16.049584;;;0.5;2.25E-05;3.19E-09;0.004745472;;;
1;3.36E-09;16.199382;-10;-2.06E-05;16.199382;;;1;2.06E-05;3.36E-09;0.00453826;;;
1.5;3.45E-09;16.374126;-10;-1.87E-05;16.374126;;;1.5;1.87E-05;3.45E-09;0.004327482;;;
1.99999;3.59E-09;16.524035;-10;-1.69E-05;16.524035;;;1.99999;1.69E-05;3.59E-09;0.004109951;;;
2.5;3.73E-09;16.673862;-10;-1.51E-05;16.673862;;;2.5;1.51E-05;3.73E-09;0.003889512;;;
3.00001;3.83E-09;16.823708;-10;-1.34E-05;16.823708;;;3.00001;1.34E-05;3.83E-09;0.003666251;;;
3.5;3.91E-09;16.99551;-10;-1.19E-05;16.99551;;;3.5;0.000011858;3.91E-09;0.003443545;;;
3.99999;4.00E-09;17.145276;-10;-1.04E-05;17.145276;;;3.99999;1.04E-05;4.00E-09;0.003219674;;;
4.49999;4.10E-09;17.295133;-10;-8.98E-06;17.295133;;;4.49999;8.98E-06;4.10E-09;0.002997132;;;
5;4.17E-09;17.447592;-10;-7.71E-06;17.447592;;;5;7.71E-06;4.17E-09;0.00277659;;;
5.5;4.25E-09;17.597465;-10;-6.55E-06;17.597465;;;5.5;6.55E-06;4.25E-09;0.002559471;;;
6;4.34E-09;17.747334;-10;-5.51E-06;17.747334;;;6;5.51E-06;4.34E-09;0.002346544;;;
6.5;4.40E-09;17.906228;-10;-4.58E-06;17.906228;;;6.5;4.58E-06;4.40E-09;0.002139813;;;
7;4.53E-09;18.056119;-10;-3.77E-06;18.056119;;;7;3.77E-06;4.53E-09;0.001940376;;;
7.49999;4.65E-09;18.205891;-10;-3.06E-06;18.205891;;;7.49999;3.06E-06;4.65E-09;0.00174793;;;
7.99999;4.65E-09;18.38117;-10;-2.46E-06;18.38117;;;7.99999;2.46E-06;4.65E-09;0.001567648;;;
8.49999;4.87E-09;18.53103;-10;-1.94E-06;18.53103;;;8.49999;1.94E-06;4.87E-09;0.001392925;;;
8.99999;4.98E-09;18.680874;-10;-1.51E-06;18.680874;;;8.99999;1.51E-06;4.98E-09;0.001228955;;;
9.5;5.08E-09;18.830675;-10;-1.16E-06;18.830675;;;9.5;1.16E-06;5.08E-09;0.001076866;;;
10;5.15E-09;19.000457;-10;-8.80E-07;19.000457;;;10;8.80E-07;5.15E-09;0.0009382;;;
10.49999;5.22E-09;19.15299;-10;-6.59E-07;19.15299;;;10.49999;6.59E-07;5.22E-09;0.000812041;;;
11;5.30E-09;19.302794;-10;-4.89E-07;19.302794;;;11;4.89E-07;5.30E-09;0.000699103;;;
11.5;5.36E-09;19.452552;-10;-3.60E-07;19.452552;;;11.5;3.60E-07;5.36E-09;0.000599626;;;
12;5.39E-09;19.602477;-10;-2.63E-07;19.602477;;;12;2.63E-07;5.39E-09;0.000513046;;;
12.49999;5.40E-09;19.752349;-10;-1.93E-07;19.752349;;;12.49999;1.93E-07;5.40E-09;0.000438789;;;
12.99999;5.32E-09;19.911344;-10;-1.42E-07;19.911344;;;12.99999;1.42E-07;5.32E-09;0.000376733;;;
13.5;5.34E-09;20.061255;-10;-1.05E-07;20.061255;;;13.5;1.05E-07;5.34E-09;0.000324543;;;
13.99999;5.23E-09;20.228338;-9.99999;-7.93E-08;20.228338;;;13.99999;7.93E-08;5.23E-09;0.000281671;;;
14.49999;5.05E-09;20.438926;-10;-6.11E-08;20.438926;;;14.49999;6.11E-08;5.05E-09;0.000247084;;;
15;5.21E-09;20.609029;-10;-4.72E-08;20.609029;;;15;4.72E-08;5.21E-09;0.000217307;;;
15.49999;5.31E-09;20.779109;-10;-3.68E-08;20.779109;;;15.49999;3.68E-08;5.31E-09;0.000191894;;;
16;5.45E-09;20.949247;-10;-2.89E-08;20.949247;;;16;2.89E-08;5.45E-09;0.000169942;;;
16.49999;5.65E-09;21.119447;-10;-2.28E-08;21.119447;;;16.49999;2.28E-08;5.65E-09;0.000150849;;;
16.99999;5.88E-09;21.28949;-10;-1.81E-08;21.28949;;;16.99999;1.81E-08;5.88E-09;0.000134387;;;
17.5;6.09E-09;21.459593;-10;-1.45E-08;21.459593;;;17.5;1.45E-08;6.09E-09;0.000120363;;;
18.00001;6.29E-09;21.629716;-10;-1.17E-08;21.629716;;;18.00001;1.17E-08;6.29E-09;0.000108383;;;
18.49999;6.44E-09;21.799807;-10;-9.67E-09;21.799807;;;18.49999;9.67E-09;6.44E-09;9.83E-05;;;
18.99999;6.48E-09;21.977455;-10.00001;-8.05E-09;21.977455;;;18.99999;8.05E-09;6.48E-09;8.97E-05;;;
19.49999;6.63E-09;22.153584;-10;-6.90E-09;22.153584;;;19.49999;6.90E-09;6.63E-09;8.31E-05;;;
19.99999;6.70E-09;22.329525;-10;-6.06E-09;22.329525;;;19.99999;6.06E-09;6.70E-09;7.79E-05;;;
