File Name: 25_Sample12_device3_trfSat_dark.dat;;;;;;;;;;
File Data: 15/12/2023;13:35:11;;;;;;;;;
Start V: 0;;;;;;;;;;
Step V: 0;;;;;;;;;;
Stop V: 0;;;;;;;;;;
Range V: 200;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;
Auorange: yes;;;;;;;;;;
Sweep type: log;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;VGate (V);|IDrain| (A);|IGate| (A)
4.75E+04;1.00E+00;4.69E-07;3.50E+01;1.88E-10;;;;3.50E+01;4.6924E-07;1.877E-10
4.80E+04;1.00E+00;5.12E-07;3.60E+01;1.86E-10;;;;3.60E+01;5.1179E-07;1.8617E-10
4.85E+04;1.00E+00;5.61E-07;3.70E+01;1.87E-10;;;;3.70E+01;5.6106E-07;1.8667E-10
4.90E+04;1.00E+00;6.09E-07;3.80E+01;1.89E-10;;;;3.80E+01;6.0862E-07;1.8862E-10
4.95E+04;1.00E+00;6.70E-07;3.90E+01;1.91E-10;;;;3.90E+01;6.7033E-07;1.9061E-10
5.00E+04;1.00E+00;7.26E-07;4.00E+01;1.92E-10;;;;4.00E+01;7.2603E-07;1.9157E-10
5.05E+04;1.00E+00;7.85E-07;4.10E+01;1.94E-10;;;;4.10E+01;7.8499E-07;1.9421E-10
5.10E+04;1.00E+00;8.45E-07;4.20E+01;1.93E-10;;;;4.20E+01;8.448E-07;1.9324E-10
5.15E+04;1.00E+00;8.98E-07;4.30E+01;1.93E-10;;;;4.30E+01;8.9846E-07;1.9277E-10
5.20E+04;1.00E+00;9.66E-07;4.40E+01;1.94E-10;;;;4.40E+01;9.6567E-07;1.9362E-10
5.25E+04;1.00E+00;1.04E-06;4.50E+01;1.95E-10;;;;4.50E+01;1.0393E-06;1.9476E-10
5.30E+04;1.00E+00;1.11E-06;4.60E+01;2.11E-10;;;;4.60E+01;1.1126E-06;2.1118E-10
5.35E+04;1.00E+00;1.19E-06;4.70E+01;2.03E-10;;;;4.70E+01;1.1877E-06;2.025E-10
5.40E+04;1.00E+00;1.26E-06;4.80E+01;2.04E-10;;;;4.80E+01;1.2606E-06;2.0387E-10
5.45E+04;1.00E+00;1.35E-06;4.90E+01;2.12E-10;;;;4.90E+01;1.3472E-06;2.1176E-10
5.50E+04;1.00E+00;1.44E-06;5.00E+01;2.13E-10;;;;5.00E+01;1.4424E-06;2.1276E-10
5.55E+04;1.00E+00;1.53E-06;5.10E+01;2.14E-10;;;;5.10E+01;0.000001531;2.1406E-10
5.60E+04;1.00E+00;1.41E-06;5.00E+01;-4.43E-11;;;;5.00E+01;1.4099E-06;4.4304E-11
5.65E+04;1.00E+00;1.31E-06;4.90E+01;-7.20E-11;;;;4.90E+01;1.3092E-06;7.2027E-11
5.70E+04;1.00E+00;1.21E-06;4.80E+01;-9.62E-11;;;;4.80E+01;1.2051E-06;9.6228E-11
5.75E+04;1.00E+00;1.11E-06;4.70E+01;-1.06E-10;;;;4.70E+01;1.1055E-06;1.0574E-10
5.80E+04;1.00E+00;1.01E-06;4.60E+01;-1.14E-10;;;;4.60E+01;1.0141E-06;1.1396E-10
5.85E+04;1.00E+00;9.32E-07;4.50E+01;-1.21E-10;;;;4.50E+01;9.3155E-07;1.2076E-10
5.90E+04;1.00E+00;8.53E-07;4.40E+01;-1.44E-10;;;;4.40E+01;8.5345E-07;1.4448E-10
5.95E+04;1.00E+00;7.77E-07;4.30E+01;-1.31E-10;;;;4.30E+01;7.766E-07;1.312E-10
6.00E+04;1.00E+00;7.11E-07;4.20E+01;-1.36E-10;;;;4.20E+01;7.1059E-07;1.3607E-10
6.05E+04;1.00E+00;6.48E-07;4.10E+01;-1.42E-10;;;;4.10E+01;6.4783E-07;1.4166E-10
6.10E+04;1.00E+00;5.85E-07;4.00E+01;-1.28E-10;;;;4.00E+01;5.8549E-07;1.2754E-10
6.15E+04;1.00E+00;5.25E-07;3.90E+01;-1.17E-09;;;;3.90E+01;5.2467E-07;1.1721E-09
6.20E+04;1.00E+00;4.74E-07;3.80E+01;-1.70E-10;;;;3.80E+01;4.741E-07;1.7036E-10
6.25E+04;1.00E+00;4.28E-07;3.70E+01;-1.82E-10;;;;3.70E+01;4.2792E-07;1.8204E-10
6.30E+04;1.00E+00;3.83E-07;3.60E+01;-1.81E-10;;;;3.60E+01;3.8252E-07;1.8145E-10
6.35E+04;1.00E+00;3.43E-07;3.50E+01;-1.74E-10;;;;3.50E+01;3.4303E-07;1.7363E-10
6.40E+04;1.00E+00;3.06E-07;3.40E+01;-1.78E-10;;;;3.40E+01;3.0607E-07;1.7821E-10
6.45E+04;1.00E+00;2.72E-07;3.30E+01;-1.76E-10;;;;3.30E+01;2.722E-07;1.7563E-10
6.50E+04;1.00E+00;2.37E-07;3.20E+01;-1.77E-10;;;;3.20E+01;2.3728E-07;1.771E-10
6.55E+04;1.00E+00;2.05E-07;3.10E+01;-1.82E-10;;;;3.10E+01;2.0483E-07;1.8207E-10
6.60E+04;1.00E+00;1.78E-07;3.00E+01;-1.90E-10;;;;3.00E+01;1.7791E-07;1.9006E-10
6.65E+04;1.00E+00;1.52E-07;2.90E+01;-1.84E-10;;;;2.90E+01;1.5242E-07;1.8356E-10
6.70E+04;1.00E+00;1.29E-07;2.80E+01;-1.88E-10;;;;2.80E+01;1.2864E-07;1.8781E-10
6.75E+04;1.00E+00;1.06E-07;2.70E+01;-1.91E-10;;;;2.70E+01;1.0623E-07;1.9082E-10
6.80E+04;1.00E+00;8.49E-08;2.60E+01;-1.94E-10;;;;2.60E+01;8.4871E-08;1.9394E-10
6.85E+04;1.00E+00;6.58E-08;2.50E+01;-4.99E-10;;;;2.50E+01;6.5751E-08;4.9948E-10
6.90E+04;1.00E+00;4.88E-08;2.40E+01;-2.03E-10;;;;2.40E+01;4.8779E-08;2.0294E-10
6.95E+04;1.00E+00;3.48E-08;2.30E+01;-2.08E-10;;;;2.30E+01;3.4831E-08;2.0831E-10
7.00E+04;1.00E+00;2.36E-08;2.20E+01;-2.81E-10;;;;2.20E+01;2.3628E-08;2.8134E-10
7.05E+04;1.00E+00;1.56E-08;2.10E+01;-3.66E-10;;;;2.10E+01;1.5606E-08;3.6638E-10
7.10E+04;1.00E+00;1.02E-08;2.00E+01;-3.19E-10;;;;2.00E+01;1.0176E-08;3.1868E-10
7.15E+04;1.00E+00;6.42E-09;1.90E+01;-2.68E-10;;;;1.90E+01;6.4206E-09;2.6828E-10
7.20E+04;1.00E+00;3.95E-09;1.80E+01;-2.39E-10;;;;1.80E+01;3.9493E-09;2.388E-10
7.25E+04;1.00E+00;2.29E-09;1.70E+01;-2.27E-10;;;;1.70E+01;2.2884E-09;2.2673E-10
7.30E+04;1.00E+00;1.21E-09;1.60E+01;-2.23E-10;;;;1.60E+01;1.2084E-09;2.2336E-10
7.35E+04;1.00E+00;5.86E-10;1.50E+01;-2.21E-10;;;;1.50E+01;5.8605E-10;2.2118E-10
7.40E+04;1.00E+00;2.66E-10;1.40E+01;-2.28E-10;;;;1.40E+01;2.661E-10;2.28E-10
7.45E+04;1.00E+00;1.28E-10;1.30E+01;-2.40E-10;;;;1.30E+01;1.2799E-10;2.3954E-10
7.50E+04;1.00E+00;8.80E-11;1.20E+01;-2.51E-10;;;;1.20E+01;8.7966E-11;2.5127E-10
7.55E+04;1.00E+00;8.63E-11;1.10E+01;-2.74E-10;;;;1.10E+01;8.6269E-11;2.7383E-10
7.60E+04;1.00E+00;7.91E-11;1.00E+01;-2.82E-10;;;;1.00E+01;7.9057E-11;2.823E-10
7.65E+04;1.00E+00;1.26E-10;9.00E+00;-1.06E-09;;;;9.00E+00;1.2647E-10;1.0646E-09
7.70E+04;1.00E+00;1.19E-10;8.00E+00;-3.61E-10;;;;8.00E+00;1.1913E-10;3.6143E-10
7.75E+04;1.00E+00;1.43E-10;7.00E+00;-3.88E-10;;;;7.00E+00;1.4257E-10;3.8834E-10
7.80E+04;1.00E+00;1.61E-10;6.00E+00;-3.99E-10;;;;6.00E+00;1.6139E-10;3.9851E-10
7.85E+04;1.00E+00;1.77E-10;5.00E+00;-3.91E-10;;;;5.00E+00;1.7724E-10;3.9072E-10
7.90E+04;1.00E+00;1.91E-10;4.00E+00;-3.87E-10;;;;4.00E+00;1.9069E-10;3.8727E-10
7.95E+04;1.00E+00;1.98E-10;3.00E+00;-3.87E-10;;;;3.00E+00;1.9803E-10;3.8682E-10
8.00E+04;1.00E+00;1.90E-10;2.00E+00;-3.83E-10;;;;2.00E+00;1.903E-10;3.8318E-10
8.05E+04;1.00E+00;1.93E-10;1.00E+00;-3.77E-10;;;;1.00E+00;1.9282E-10;3.7667E-10
8.10E+04;1.00E+00;1.90E-10;0.00E+00;-3.77E-10;;;;0.00E+00;1.9004E-10;3.7707E-10
8.15E+04;1.00E+00;1.94E-10;-1.00E+00;-3.79E-10;;;;-1.00E+00;1.9412E-10;3.7929E-10
8.20E+04;1.00E+00;2.00E-10;-2.00E+00;-3.83E-10;;;;-2.00E+00;1.9969E-10;3.8345E-10
8.25E+04;1.00E+00;2.06E-10;-3.00E+00;-3.91E-10;;;;-3.00E+00;2.0624E-10;3.9056E-10
8.30E+04;1.00E+00;2.10E-10;-4.00E+00;-3.83E-10;;;;-4.00E+00;2.101E-10;3.828E-10
8.35E+04;1.00E+00;2.16E-10;-5.00E+00;-3.89E-10;;;;-5.00E+00;2.1614E-10;3.893E-10
8.40E+04;1.00E+00;2.19E-10;-6.00E+00;-3.79E-10;;;;-6.00E+00;2.1888E-10;3.7892E-10
8.45E+04;1.00E+00;2.23E-10;-7.00E+00;-3.79E-10;;;;-7.00E+00;2.2266E-10;3.7947E-10
8.50E+04;1.00E+00;2.26E-10;-8.00E+00;-3.71E-10;;;;-8.00E+00;2.2573E-10;3.7134E-10
8.55E+04;1.00E+00;2.24E-10;-9.00E+00;-3.67E-10;;;;-9.00E+00;2.2431E-10;3.6742E-10
8.60E+04;1.00E+00;2.28E-10;-1.00E+01;-3.66E-10;;;;-1.00E+01;2.2763E-10;3.6589E-10
8.65E+04;1.00E+00;2.26E-10;-1.10E+01;-3.62E-10;;;;-1.10E+01;2.2603E-10;3.6197E-10
8.70E+04;1.00E+00;2.24E-10;-1.20E+01;-3.53E-10;;;;-1.20E+01;2.243E-10;3.5317E-10
8.75E+04;1.00E+00;2.26E-10;-1.30E+01;-3.52E-10;;;;-1.30E+01;2.2569E-10;3.5161E-10
8.80E+04;1.00E+00;2.20E-10;-1.40E+01;-3.43E-10;;;;-1.40E+01;2.199E-10;3.4272E-10
8.85E+04;1.00E+00;2.19E-10;-1.50E+01;-3.43E-10;;;;-1.50E+01;2.1899E-10;3.4345E-10
8.90E+04;1.00E+00;2.16E-10;-1.60E+01;-3.35E-10;;;;-1.60E+01;2.1582E-10;3.353E-10
8.95E+04;1.00E+00;2.13E-10;-1.70E+01;-3.36E-10;;;;-1.70E+01;2.1322E-10;3.3628E-10
9.00E+04;1.00E+00;2.12E-10;-1.80E+01;-4.69E-10;;;;-1.80E+01;2.1187E-10;4.6924E-10
9.05E+04;1.00E+00;2.11E-10;-1.90E+01;-4.85E-10;;;;-1.90E+01;2.1055E-10;4.8484E-10
9.10E+04;1.00E+00;2.02E-10;-2.00E+01;-5.09E-10;;;;-2.00E+01;2.0151E-10;5.085E-10
9.15E+04;1.00E+00;2.09E-10;-2.10E+01;-1.15E-09;;;;-2.10E+01;2.09E-10;1.1474E-09
9.20E+04;1.00E+00;1.99E-10;-2.20E+01;-5.76E-10;;;;-2.20E+01;1.9868E-10;5.7564E-10
9.25E+04;1.00E+00;1.92E-10;-2.30E+01;-6.22E-10;;;;-2.30E+01;1.9152E-10;6.2232E-10
9.30E+04;1.00E+00;1.90E-10;-2.40E+01;-7.11E-10;;;;-2.40E+01;1.9042E-10;7.1106E-10
9.35E+04;1.00E+00;1.89E-10;-2.50E+01;-7.80E-10;;;;-2.50E+01;1.8862E-10;7.8005E-10
9.40E+04;1.00E+00;1.91E-10;-2.60E+01;-8.50E-10;;;;-2.60E+01;1.9119E-10;8.4978E-10
9.45E+04;1.00E+00;1.86E-10;-2.70E+01;-9.34E-10;;;;-2.70E+01;1.8567E-10;9.3434E-10
9.50E+04;1.00E+00;1.96E-10;-2.80E+01;-1.05E-09;;;;-2.80E+01;1.9588E-10;1.0516E-09
9.55E+04;1.00E+00;2.06E-10;-2.90E+01;-1.07E-09;;;;-2.90E+01;2.0616E-10;1.0709E-09
9.60E+04;1.00E+00;2.15E-10;-3.00E+01;-1.17E-09;;;;-3.00E+01;2.1541E-10;1.1725E-09
9.65E+04;1.00E+00;2.31E-10;-3.10E+01;-1.29E-09;;;;-3.10E+01;2.308E-10;1.2886E-09
9.70E+04;1.00E+00;2.59E-10;-3.20E+01;-1.24E-09;;;;-3.20E+01;2.5879E-10;1.2428E-09
9.75E+04;1.00E+00;2.95E-10;-3.30E+01;-1.47E-09;;;;-3.30E+01;2.9464E-10;1.4668E-09
9.80E+04;1.00E+00;3.34E-10;-3.40E+01;-1.74E-09;;;;-3.40E+01;3.3423E-10;1.7426E-09
9.85E+04;1.00E+00;3.68E-10;-3.50E+01;-1.87E-09;;;;-3.50E+01;3.6776E-10;1.8678E-09
9.90E+04;1.00E+00;4.13E-10;-3.60E+01;-2.23E-09;;;;-3.60E+01;4.1324E-10;2.2271E-09
9.95E+04;1.00E+00;4.21E-10;-3.70E+01;-3.25E-09;;;;-3.70E+01;4.2064E-10;3.2486E-09
1.00E+05;1.00E+00;5.38E-10;-3.80E+01;-4.01E-09;;;;-3.80E+01;5.3772E-10;4.0093E-09
1.01E+05;1.00E+00;5.73E-10;-3.90E+01;-4.22E-09;;;;-3.90E+01;5.7281E-10;4.2179E-09
1.01E+05;1.00E+00;6.18E-10;-4.00E+01;-4.35E-09;;;;-4.00E+01;6.1807E-10;4.346E-09
1.02E+05;1.00E+00;7.67E-10;-4.10E+01;-3.29E-08;;;;-4.10E+01;7.6706E-10;3.2901E-08
1.02E+05;1.00E+00;7.03E-10;-4.20E+01;-5.64E-09;;;;-4.20E+01;7.0341E-10;5.6448E-09
1.03E+05;1.00E+00;6.90E-10;-4.30E+01;-9.16E-09;;;;-4.30E+01;6.9016E-10;9.1607E-09
1.03E+05;1.00E+00;5.46E-10;-4.40E+01;-1.41E-08;;;;-4.40E+01;5.459E-10;1.4113E-08
1.04E+05;1.00E+00;6.74E-11;-4.50E+01;-1.81E-07;;;;-4.50E+01;6.7379E-11;1.8061E-07
1.05E+05;1.00E+00;3.64E-10;-4.60E+01;-7.11E-08;;;;-4.60E+01;3.6404E-10;7.1074E-08
1.06E+05;1.00E+00;1.73E-09;-4.70E+01;-4.34E-07;;;;-4.70E+01;1.7263E-09;4.3382E-07
1.07E+05;1.00E+00;1.88E-09;-4.80E+01;-2.17E-07;;;;-4.80E+01;1.8766E-09;2.1714E-07
1.08E+05;1.00E+00;1.79E-09;-4.90E+01;-4.75E-07;;;;-4.90E+01;1.7869E-09;4.7474E-07
1.08E+05;1.00E+00;1.41E-09;-5.00E+01;-4.69E-07;;;;-5.00E+01;1.4077E-09;4.6922E-07
