#scan;iMeasureCycle=1;iMux=0;time=0.141;N=210;LocalTime=21/12/2023 09:48:14;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VDrain (V);|IDrain| (A)
2.49999;1.34E-09;13.459517;-3.50001;-1.73E-08;13.459517;;;-3.50001;1.73033E-08
2.5;1.31E-09;13.609943;-3.00001;-1.63E-08;13.609943;;;-3.00001;1.62903E-08
2.5;1.31E-09;13.759794;-2.50001;-1.51E-08;13.759794;;;-2.50001;1.50757E-08
2.49999;1.31E-09;13.919702;-2.00001;-1.37E-08;13.919702;;;-2.00001;1.36576E-08
2.5;1.29E-09;14.069561;-1.50001;-1.17E-08;14.069561;;;-1.50001;1.17388E-08
2.5;1.26E-09;14.219321;-1.00001;-9.10E-09;14.219321;;;-1.00001;9.1008E-09
2.5;1.23E-09;14.408394;-0.50001;-5.59E-09;14.408394;;;-0.50001;5.59446E-09
2.49999;1.11E-09;14.584603;0;-7.84E-10;14.584603;;;0;7.8397E-10
-2.00E-07;-1.29E-09;14.760495;-1.00E-05;6.90E-10;14.760495;;;-1.00E-05;6.9026E-10
0;-6.32E-10;14.935194;-0.5;-1.03E-07;14.935194;;;-0.5;1.03209E-07
0;-2.35E-10;15.084991;-1;-2.01E-07;15.084991;;;-1;2.00677E-07
-3.00E-07;-2.20E-13;15.234705;-1.5;-2.83E-07;15.234705;;;-1.5;2.83342E-07
5.00E-07;1.04E-10;15.437608;-2;-3.53E-07;15.437608;;;-2;3.53139E-07
8.00E-07;2.25E-10;15.587419;-2.5;-4.13E-07;15.587419;;;-2.5;4.13435E-07
2.00E-07;2.63E-10;15.737108;-3;-4.66E-07;15.737108;;;-3;4.66401E-07
-7.00E-07;2.73E-10;15.919956;-3.5;-5.13E-07;15.919956;;;-3.5;5.12847E-07
-1.00E-06;2.97E-10;16.069799;-4;-5.57E-07;16.069799;;;-4;5.56699E-07
4.00E-07;3.35E-10;16.225439;-4.5;-5.96E-07;16.225439;;;-4.5;5.95996E-07
2.00E-07;3.86E-10;16.40484;-5;-6.35E-07;16.40484;;;-5;6.35425E-07
1.00E-07;4.10E-10;16.554652;-5.5;-6.70E-07;16.554652;;;-5.5;6.69625E-07
-3.00E-07;4.47E-10;16.704401;-6;-7.03E-07;16.704401;;;-6;7.02591E-07
2.20E-06;4.55E-10;16.859924;-6.5;-7.33E-07;16.859924;;;-6.5;7.33463E-07
1.40E-06;4.66E-10;17.025445;-7;-7.65E-07;17.025445;;;-7;7.64716E-07
5.00E-07;4.81E-10;17.181121;-7.5;-7.90E-07;17.181121;;;-7.5;7.90386E-07
-1.10E-06;4.19E-10;17.331128;-8;-8.18E-07;17.331128;;;-8;8.17747E-07
1.00E-07;4.60E-10;17.486735;-8.5;-8.44E-07;17.486735;;;-8.5;8.43808E-07
-1.00E-06;5.40E-10;17.642713;-9;-8.66E-07;17.642713;;;-9;8.66249E-07
3.10E-06;5.74E-10;17.795867;-9.5;-8.92E-07;17.795867;;;-9.5;8.9206E-07
1.30E-06;5.77E-10;17.945728;-10;-9.14E-07;17.945728;;;-10;9.135E-07
1.80E-06;5.46E-10;18.068111;-10;-9.12E-07;18.068111;;;-10;9.1179E-07
-6.00E-07;6.13E-10;18.217878;-9.5;-8.90E-07;18.217878;;;-9.5;8.9034E-07
1.00E-07;4.91E-10;18.367726;-9;-8.68E-07;18.367726;;;-9;8.6785E-07
7.00E-07;4.65E-10;18.525996;-8.5;-8.42E-07;18.525996;;;-8.5;8.41511E-07
4.00E-07;5.63E-10;18.675803;-8;-8.16E-07;18.675803;;;-8;8.15764E-07
-1.80E-06;4.71E-10;18.825531;-7.5;-7.87E-07;18.825531;;;-7.5;7.87479E-07
-7.00E-07;4.72E-10;18.975277;-7;-7.59E-07;18.975277;;;-7;7.59451E-07
-1.60E-06;4.30E-10;19.12522;-6.5;-7.29E-07;19.12522;;;-6.5;7.29185E-07
-2.00E-07;4.48E-10;19.274965;-6;-6.99E-07;19.274965;;;-6;6.99003E-07
1.00E-06;4.47E-10;19.438408;-5.5;-6.67E-07;19.438408;;;-5.5;6.66935E-07
1.20E-06;4.27E-10;19.588311;-5;-6.30E-07;19.588311;;;-5;6.29766E-07
-7.00E-07;3.35E-10;19.738086;-4.5;-5.91E-07;19.738086;;;-4.5;5.91344E-07
2.20E-06;3.39E-10;19.913236;-4;-5.51E-07;19.913236;;;-4;5.50824E-07
-9.00E-07;2.98E-10;20.063072;-3.5;-5.07E-07;20.063072;;;-3.5;5.06744E-07
-3.00E-07;2.55E-10;20.212755;-3;-4.59E-07;20.212755;;;-3;4.58799E-07
1.20E-06;1.93E-10;20.362498;-2.5;-4.06E-07;20.362498;;;-2.5;4.05914E-07
1.10E-06;1.42E-10;20.527905;-2;-3.47E-07;20.527905;;;-2;3.47466E-07
8.00E-07;8.91E-11;20.677655;-1.5;-2.78E-07;20.677655;;;-1.5;2.78174E-07
7.00E-07;-5.94E-11;20.827478;-1;-1.97E-07;20.827478;;;-1;1.97165E-07
1.00E-07;-3.91E-10;20.977262;-0.5;-1.02E-07;20.977262;;;-0.5;1.01568E-07
3.00E-07;-8.64E-10;21.140768;0;5.07E-10;21.140768;;;0;5.0716E-10
-2.5;-9.57E-09;21.310756;-1.00E-05;4.18E-09;21.310756;;;-1.00E-05;4.17608E-09
-2.5;-8.33E-09;21.466635;-0.5;-1.53E-07;21.466635;;;-0.5;1.52557E-07
-2.50001;-7.28E-09;21.622348;-1;-3.32E-07;21.622348;;;-1;3.3183E-07
-2.50001;-6.34E-09;21.772187;-1.5;-5.10E-07;21.772187;;;-1.5;5.10107E-07
-2.5;-5.54E-09;21.95229;-2;-6.76E-07;21.95229;;;-2;6.7562E-07
-2.5;-4.80E-09;22.107947;-2.5;-8.29E-07;22.107947;;;-2.5;8.28697E-07
-2.5;-4.27E-09;22.261045;-3;-9.61E-07;22.261045;;;-3;9.6149E-07
-2.5;-3.94E-09;22.444892;-3.5;-1.07E-06;22.444892;;;-3.5;1.07241E-06
-2.5;-3.73E-09;22.594686;-4;-1.17E-06;22.594686;;;-4;1.16531E-06
-2.5;-3.63E-09;22.744577;-4.5;-1.25E-06;22.744577;;;-4.5;1.24587E-06
-2.50001;-3.51E-09;22.916;-5;-1.31E-06;22.916;;;-5;1.31173E-06
-2.5;-3.43E-09;23.065875;-5.5;-1.38E-06;23.065875;;;-5.5;1.37504E-06
-2.49999;-3.42E-09;23.215707;-6;-1.43E-06;23.215707;;;-6;1.43166E-06
-2.5;-3.40E-09;23.365654;-6.5;-1.48E-06;23.365654;;;-6.5;1.48303E-06
-2.50001;-3.26E-09;23.535238;-7;-1.53E-06;23.535238;;;-7;1.53112E-06
-2.5;-3.26E-09;23.685009;-7.5;-1.58E-06;23.685009;;;-7.5;1.57801E-06
-2.50001;-3.16E-09;23.834833;-8;-1.62E-06;23.834833;;;-8;1.61717E-06
-2.50001;-3.15E-09;23.984744;-8.5;-1.66E-06;23.984744;;;-8.5;1.65922E-06
-2.50001;-3.09E-09;24.13515;-9;-1.70E-06;24.13515;;;-9;1.69823E-06
-2.5;-3.05E-09;24.284981;-9.5;-1.73E-06;24.284981;;;-9.5;1.73065E-06
-2.5;-3.01E-09;24.449774;-10;-1.77E-06;24.449774;;;-10;1.76904E-06
-2.5;-3.04E-09;24.57219;-10;-1.77E-06;24.57219;;;-10;1.76989E-06
-2.50001;-3.00E-09;24.722025;-9.5;-1.74E-06;24.722025;;;-9.5;1.73661E-06
-2.50001;-2.97E-09;24.871833;-9;-1.70E-06;24.871833;;;-9;1.69563E-06
-2.5;-2.97E-09;25.039626;-8.5;-1.66E-06;25.039626;;;-8.5;1.65902E-06
-2.5;-2.97E-09;25.189453;-8;-1.62E-06;25.189453;;;-8;1.61886E-06
-2.5;-3.04E-09;25.339353;-7.5;-1.57E-06;25.339353;;;-7.5;1.57348E-06
-2.5;-3.01E-09;25.4892;-7;-1.53E-06;25.4892;;;-7;1.52666E-06
-2.5;-3.00E-09;25.639784;-6.5;-1.48E-06;25.639784;;;-6.5;1.47732E-06
-2.5;-2.92E-09;25.789603;-6;-1.43E-06;25.789603;;;-6;1.42502E-06
-2.50001;-3.07E-09;25.94904;-5.5;-1.36E-06;25.94904;;;-5.5;1.36468E-06
-2.5;-3.11E-09;26.098865;-5;-1.30E-06;26.098865;;;-5;1.30153E-06
-2.5;-3.10E-09;26.248702;-4.5;-1.23E-06;26.248702;;;-4.5;1.23195E-06
-2.5;-3.09E-09;26.423999;-4;-1.15E-06;26.423999;;;-4;1.15402E-06
-2.5;-3.24E-09;26.573892;-3.5;-1.06E-06;26.573892;;;-3.5;1.06146E-06
-2.5;-3.48E-09;26.723752;-3;-9.51E-07;26.723752;;;-3;9.5101E-07
-2.5;-3.95E-09;26.876432;-2.5;-8.18E-07;26.876432;;;-2.5;8.17926E-07
-2.50001;-4.50E-09;27.043258;-2;-6.68E-07;27.043258;;;-2;6.67921E-07
-2.5;-5.16E-09;27.193021;-1.5;-5.05E-07;27.193021;;;-1.5;5.04544E-07
-2.50001;-5.82E-09;27.342897;-1;-3.30E-07;27.342897;;;-1;3.29554E-07
-2.50001;-6.57E-09;27.49273;-0.5;-1.52E-07;27.49273;;;-0.5;1.5199E-07
-2.50001;-7.31E-09;27.657195;-1.00E-05;3.23E-09;27.657195;;;-1.00E-05;3.23259E-09
-5;-1.91E-08;27.827171;0;8.13E-09;27.827171;;;0;8.13364E-09
-5;-1.75E-08;27.977136;-0.5;-1.65E-07;27.977136;;;-0.5;1.65249E-07
-5;-1.61E-08;28.126987;-1;-3.70E-07;28.126987;;;-1;3.70296E-07
-5;-1.49E-08;28.276741;-1.5;-5.82E-07;28.276741;;;-1.5;5.81665E-07
-5;-1.38E-08;28.457718;-2;-7.90E-07;28.457718;;;-2;7.90306E-07
-5;-1.28E-08;28.604928;-2.5;-9.95E-07;28.604928;;;-2.5;9.9513E-07
-5;-1.18E-08;28.748809;-3;-1.19E-06;28.748809;;;-3;1.1905E-06
-5.00001;-1.09E-08;28.892657;-3.5;-1.38E-06;28.892657;;;-3.5;1.38085E-06
-5.00001;-1.01E-08;29.042261;-4;-1.56E-06;29.042261;;;-4;1.55719E-06
-5.00001;-9.43E-09;29.186053;-4.5;-1.72E-06;29.186053;;;-4.5;1.71984E-06
-5.00001;-8.82E-09;29.335896;-5;-1.87E-06;29.335896;;;-5;1.8703E-06
-5;-8.28E-09;29.485719;-5.5;-2.00E-06;29.485719;;;-5.5;1.99926E-06
-5.00001;-8.05E-09;29.635929;-6;-2.11E-06;29.635929;;;-6;2.10922E-06
-5;-7.88E-09;29.785761;-6.5;-2.20E-06;29.785761;;;-6.5;2.20415E-06
-5.00001;-7.83E-09;29.962884;-7;-2.29E-06;29.962884;;;-7;2.28521E-06
-5.00001;-7.74E-09;30.112722;-7.5;-2.36E-06;30.112722;;;-7.5;2.3564E-06
-5.00001;-7.75E-09;30.262432;-8;-2.42E-06;30.262432;;;-8;2.4224E-06
-5.00001;-7.72E-09;30.438337;-8.5;-2.48E-06;30.438337;;;-8.5;2.47578E-06
-5.00001;-7.68E-09;30.588276;-9;-2.53E-06;30.588276;;;-9;2.53495E-06
-5;-7.56E-09;30.738106;-9.5;-2.58E-06;30.738106;;;-9.5;2.5839E-06
-5;-7.56E-09;30.887901;-10;-2.63E-06;30.887901;;;-10;2.6296E-06
-5;-7.53E-09;31.02536;-10;-2.64E-06;31.02536;;;-10;2.63665E-06
-5.00001;-7.56E-09;31.175163;-9.5;-2.58E-06;31.175163;;;-9.5;2.57865E-06
-5;-7.58E-09;31.324915;-9;-2.53E-06;31.324915;;;-9;2.52763E-06
-5;-7.59E-09;31.474779;-8.5;-2.47E-06;31.474779;;;-8.5;2.46987E-06
-5;-7.60E-09;31.624676;-8;-2.41E-06;31.624676;;;-8;2.40874E-06
-5.00001;-7.69E-09;31.774541;-7.5;-2.34E-06;31.774541;;;-7.5;2.34019E-06
-5;-7.59E-09;31.958028;-7;-2.27E-06;31.958028;;;-7;2.27123E-06
-5.00001;-7.71E-09;32.107874;-6.5;-2.19E-06;32.107874;;;-6.5;2.18735E-06
-5;-7.83E-09;32.257775;-6;-2.09E-06;32.257775;;;-6;2.09418E-06
-5.00001;-8.05E-09;32.44108;-5.5;-1.98E-06;32.44108;;;-5.5;1.98234E-06
-5.00001;-8.49E-09;32.590949;-5;-1.85E-06;32.590949;;;-5;1.84924E-06
-5;-9.16E-09;32.73488;-4.5;-1.70E-06;32.73488;;;-4.5;1.69963E-06
-5.00001;-9.80E-09;32.87872;-4;-1.54E-06;32.87872;;;-4;1.53501E-06
-5;-1.05E-08;33.022636;-3.5;-1.36E-06;33.022636;;;-3.5;1.36108E-06
-5;-1.12E-08;33.166488;-3;-1.17E-06;33.166488;;;-3;1.17486E-06
-5;-1.21E-08;33.310319;-2.5;-9.79E-07;33.310319;;;-2.5;9.7899E-07
-5;-1.29E-08;33.468984;-2;-7.79E-07;33.468984;;;-2;7.78989E-07
-5;-1.38E-08;33.612833;-1.5;-5.73E-07;33.612833;;;-1.5;5.72898E-07
-5;-1.47E-08;33.756661;-1;-3.66E-07;33.756661;;;-1;3.65742E-07
-5.00001;-1.57E-08;33.900498;-0.5;-1.64E-07;33.900498;;;-0.5;1.63998E-07
-5;-1.66E-08;34.079901;-1.00E-05;7.25E-09;34.079901;;;-1.00E-05;7.25302E-09
