File Name: 07_Sample12_device3_It_150kV_VDrain1V_VGate50V.dat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Data: 22/11/2023;9:25:40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;;Time (s);IDrain (A);Time_dark (s);IDrain (A);ExpFit (A);;ExpFit (A) (for all time scale);;;delta I (A);;;;Time_100uA (s);IDrain_raw (A);Fit (A);delta I (A);;Time_200uA (s);IDrain_raw (A);Fit (A);delta I (A);;Time_300uA (s);IDrain_raw (A);FIt (A);delta I (A);;Time_400uA (s);IDrain_raw (A);Fit (A);delta I (A);;Time_500uA (s);IDrain_raw (A);Fit (A);delta I (A)
7.79E+05;1.00E+00;2.28E-08;5.00E+01;1.54E-08;;;;778.5;2.28E-08;;;;;1.94E-08;;;3.41E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.79E+05;1.00E+00;2.30E-08;5.00E+01;1.54E-08;;;;779;2.30E-08;;;;;1.94E-08;;;3.57E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.80E+05;1.00E+00;2.26E-08;5.00E+01;1.54E-08;;;;779.5;2.26E-08;;;;;1.94E-08;;;3.28E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.80E+05;1.00E+00;2.25E-08;5.00E+01;1.54E-08;;;;780;2.25E-08;;;;;1.93E-08;;;3.13E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.81E+05;1.00E+00;2.26E-08;5.00E+01;1.54E-08;;;;780.5;2.26E-08;;;;;1.93E-08;;;3.23E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.81E+05;1.00E+00;2.26E-08;5.00E+01;1.54E-08;;;;781;2.26E-08;;;;;1.93E-08;;;3.32E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.82E+05;1.00E+00;2.04E-08;5.00E+01;6.74E-09;;;;781.5;2.04E-08;;;;;1.93E-08;;;1.15E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.82E+05;1.00E+00;1.93E-08;5.00E+01;1.61E-10;;;;782;1.93E-08;;;;;1.92E-08;;;2.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.83E+05;1.00E+00;1.91E-08;5.00E+01;1.67E-10;;;;782.5;1.91E-08;;;;;1.92E-08;;;-1.40E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.83E+05;1.00E+00;1.90E-08;5.00E+01;1.73E-10;;;;783;1.90E-08;;;;;1.92E-08;;;-2.37E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.84E+05;1.00E+00;1.87E-08;5.00E+01;1.78E-10;;;;783.5;1.87E-08;;;;;1.92E-08;;;-4.86E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.84E+05;1.00E+00;1.86E-08;5.00E+01;1.80E-10;;;;784;1.86E-08;;;;;1.91E-08;;;-5.23E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.85E+05;1.00E+00;1.87E-08;5.00E+01;1.82E-10;;;;784.5;1.87E-08;;;;;1.91E-08;;;-4.51E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.85E+05;1.00E+00;1.86E-08;5.00E+01;1.82E-10;;;;785;1.86E-08;;;;;1.91E-08;;;-4.92E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.86E+05;1.00E+00;1.87E-08;5.00E+01;1.83E-10;;;;785.5;1.87E-08;;;;;1.91E-08;;;-3.34E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.86E+05;1.00E+00;1.86E-08;5.00E+01;1.81E-10;;;;786;1.86E-08;;;;;1.90E-08;;;-4.77E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.87E+05;1.00E+00;1.86E-08;5.00E+01;1.81E-10;;;;786.5;1.86E-08;;;;;1.90E-08;;;-4.44E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.87E+05;1.00E+00;1.86E-08;5.00E+01;1.82E-10;;;;787;1.86E-08;;;;;1.90E-08;;;-3.84E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.88E+05;1.00E+00;1.86E-08;5.00E+01;1.83E-10;;;;787.5;1.86E-08;;;;;1.90E-08;;;-3.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.88E+05;1.00E+00;1.86E-08;5.00E+01;1.82E-10;;;;788;1.86E-08;;;;;1.90E-08;;;-3.67E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.89E+05;1.00E+00;1.87E-08;5.00E+01;1.83E-10;;;;788.5;1.87E-08;;;;;1.89E-08;;;-2.15E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.89E+05;1.00E+00;1.84E-08;5.00E+01;1.82E-10;;;;789;1.84E-08;;;;;1.89E-08;;;-4.59E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.90E+05;1.00E+00;1.84E-08;5.00E+01;1.82E-10;;;;789.5;1.84E-08;;;;;1.89E-08;;;-5.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.90E+05;1.00E+00;1.84E-08;5.00E+01;1.84E-10;;;;790;1.84E-08;;;;;1.89E-08;;;-5.07E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.91E+05;1.00E+00;1.84E-08;5.00E+01;1.82E-10;;;;790.5;1.84E-08;;;;;1.88E-08;;;-4.19E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.91E+05;1.00E+00;1.83E-08;5.00E+01;1.87E-10;;;;791;1.83E-08;;;;;1.88E-08;;;-5.35E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.92E+05;1.00E+00;1.84E-08;5.00E+01;1.92E-10;;;;791.5;1.84E-08;;;;;1.88E-08;;;-3.62E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.92E+05;1.00E+00;1.84E-08;5.00E+01;1.97E-10;;;;792;1.84E-08;;;;;1.88E-08;;;-4.16E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.93E+05;1.00E+00;1.82E-08;5.00E+01;2.02E-10;;;;792.5;1.82E-08;;;;;1.87E-08;;;-5.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.93E+05;1.00E+00;1.82E-08;5.00E+01;2.03E-10;;;;793;1.82E-08;;;;;1.87E-08;;;-5.30E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.94E+05;1.00E+00;1.83E-08;5.00E+01;2.04E-10;;;;793.5;1.83E-08;;;;;1.87E-08;;;-3.78E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.94E+05;1.00E+00;1.81E-08;5.00E+01;2.03E-10;;;;794;1.81E-08;;;;;1.87E-08;;;-5.41E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.95E+05;1.00E+00;1.82E-08;5.00E+01;2.03E-10;;;;794.5;1.82E-08;;;;;1.87E-08;;;-4.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.95E+05;1.00E+00;1.83E-08;5.00E+01;2.02E-10;;;;795;1.83E-08;;;;;1.86E-08;;;-3.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.96E+05;1.00E+00;1.82E-08;5.00E+01;2.03E-10;;;;795.5;1.82E-08;;;;;1.86E-08;;;-3.64E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.96E+05;1.00E+00;1.83E-08;5.00E+01;2.02E-10;;;;796;1.83E-08;;;;;1.86E-08;;;-2.94E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.97E+05;1.00E+00;1.84E-08;5.00E+01;2.03E-10;;;;796.5;1.84E-08;;;;;1.86E-08;;;-1.83E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.97E+05;1.00E+00;1.82E-08;5.00E+01;2.01E-10;;;;797;1.82E-08;;;;;1.85E-08;;;-3.03E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.98E+05;1.00E+00;1.82E-08;5.00E+01;2.02E-10;;;;797.5;1.82E-08;;;;;1.85E-08;;;-2.91E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.98E+05;1.00E+00;1.81E-08;5.00E+01;2.02E-10;;;;798;1.81E-08;;;;;1.85E-08;;;-3.98E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.99E+05;1.00E+00;1.79E-08;5.00E+01;2.02E-10;;;;798.5;1.79E-08;;;;;1.85E-08;;;-6.18E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
7.99E+05;1.00E+00;1.79E-08;5.00E+01;2.01E-10;;;;799;1.79E-08;;;;;1.85E-08;;;-5.10E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.00E+05;1.00E+00;1.80E-08;5.00E+01;2.02E-10;;;;799.5;1.80E-08;;;;;1.84E-08;;;-4.71E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.00E+05;1.00E+00;1.80E-08;5.00E+01;2.02E-10;;;;800;1.80E-08;;;;;1.84E-08;;;-4.52E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.01E+05;1.00E+00;1.81E-08;5.00E+01;2.03E-10;;;;800.5;1.81E-08;;;;;1.84E-08;;;-3.13E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.01E+05;1.00E+00;1.82E-08;5.00E+01;2.01E-10;;;;801;1.82E-08;;;;;1.84E-08;;;-1.56E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.02E+05;1.00E+00;1.80E-08;5.00E+01;2.03E-10;;;;801.5;1.80E-08;;;;;1.83E-08;;;-3.76E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.02E+05;1.00E+00;1.79E-08;5.00E+01;2.02E-10;;;;802;1.79E-08;;;;;1.83E-08;;;-4.16E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.03E+05;1.00E+00;1.78E-08;5.00E+01;2.03E-10;;;;802.5;1.78E-08;;;;;1.83E-08;;;-4.97E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.03E+05;1.00E+00;1.79E-08;5.00E+01;2.01E-10;;;;803;1.79E-08;;;;;1.83E-08;;;-4.02E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.04E+05;1.00E+00;1.76E-08;5.00E+01;2.03E-10;;;;803.5;1.76E-08;;;;;1.83E-08;;;-6.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.04E+05;1.00E+00;1.76E-08;5.00E+01;2.04E-10;;;;804;1.76E-08;;;;;1.82E-08;;;-6.34E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.05E+05;1.00E+00;1.78E-08;5.00E+01;2.02E-10;;;;804.5;1.78E-08;;;;;1.82E-08;;;-4.51E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.05E+05;1.00E+00;1.77E-08;5.00E+01;2.02E-10;;;;805;1.77E-08;;;;;1.82E-08;;;-4.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.06E+05;1.00E+00;1.79E-08;5.00E+01;2.02E-10;;;;805.5;1.79E-08;;;;;1.82E-08;;;-3.15E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.06E+05;1.00E+00;1.81E-08;5.00E+01;2.02E-10;;;;806;1.81E-08;;;;;1.82E-08;;;-2.41E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.07E+05;1.00E+00;1.79E-08;5.00E+01;2.03E-10;;;;806.5;1.79E-08;;;;;1.81E-08;;;-2.02E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.07E+05;1.00E+00;1.79E-08;5.00E+01;2.02E-10;;;;807;1.79E-08;;;;;1.81E-08;;;-1.92E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.08E+05;1.00E+00;1.78E-08;5.00E+01;2.02E-10;;;;807.5;1.78E-08;;;;;1.81E-08;;;-2.41E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.08E+05;1.00E+00;1.78E-08;5.00E+01;2.02E-10;;;;808;1.78E-08;;;;;1.81E-08;;;-2.46E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.09E+05;1.00E+00;1.79E-08;5.00E+01;2.02E-10;;;;808.5;1.79E-08;;;;;1.80E-08;;;-1.73E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.09E+05;1.00E+00;1.80E-08;5.00E+01;2.04E-10;;;;809;1.80E-08;;;;;1.80E-08;;;-5.71E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.10E+05;1.00E+00;1.80E-08;5.00E+01;2.05E-10;;;;809.5;1.80E-08;;;;;1.80E-08;;;-1.75E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.10E+05;1.00E+00;1.79E-08;5.00E+01;2.03E-10;;;;810;1.79E-08;;;;;1.80E-08;;;-8.70E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.11E+05;1.00E+00;1.79E-08;5.00E+01;2.04E-10;;;;810.5;1.79E-08;;;;;1.80E-08;;;-9.05E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.11E+05;1.00E+00;1.79E-08;5.00E+01;2.04E-10;;;;811;1.79E-08;;;;;1.79E-08;;;-3.10E-12;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.12E+05;1.00E+00;1.79E-08;5.00E+01;2.04E-10;;;;811.5;1.79E-08;;;;;1.79E-08;;;2.53E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.12E+05;1.00E+00;1.77E-08;5.00E+01;2.04E-10;;;;812;1.77E-08;;;;;1.79E-08;;;-1.96E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.13E+05;1.00E+00;1.79E-08;5.00E+01;2.02E-10;;;;812.5;1.79E-08;;;;;1.79E-08;;;-3.13E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.13E+05;1.00E+00;1.79E-08;5.00E+01;2.03E-10;;;;813;1.79E-08;;;;;1.79E-08;;;2.79E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.14E+05;1.00E+00;1.79E-08;5.00E+01;2.03E-10;;;;813.5;1.79E-08;;;;;1.78E-08;;;1.00E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.14E+05;1.00E+00;1.78E-08;5.00E+01;2.03E-10;;;;814;1.78E-08;;;;;1.78E-08;;;1.60E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.15E+05;1.00E+00;1.79E-08;5.00E+01;2.03E-10;;;;814.5;1.79E-08;;;;;1.78E-08;;;6.70E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.15E+05;1.00E+00;1.77E-08;5.00E+01;2.05E-10;;;;815;1.77E-08;;;;;1.78E-08;;;-3.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.16E+05;1.00E+00;1.94E-08;5.00E+01;2.04E-10;;;;815.5;1.94E-08;;;;;1.78E-08;;;1.62E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.16E+05;1.00E+00;2.17E-08;5.00E+01;1.85E-08;;;;816;2.17E-08;;;;;1.77E-08;;;3.94E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.17E+05;1.00E+00;2.15E-08;5.00E+01;1.85E-08;;;;816.5;2.15E-08;;;;;1.77E-08;;;3.75E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.17E+05;1.00E+00;2.13E-08;5.00E+01;1.85E-08;;;;817;2.13E-08;;;;;1.77E-08;;;3.62E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.18E+05;1.00E+00;2.14E-08;5.00E+01;1.85E-08;;;;817.5;2.14E-08;;;;;1.77E-08;;;3.71E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.18E+05;1.00E+00;2.16E-08;5.00E+01;1.85E-08;;;;818;2.16E-08;;;;;1.77E-08;;;3.94E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.19E+05;1.00E+00;2.13E-08;5.00E+01;1.84E-08;;;;818.5;2.13E-08;;;;;1.76E-08;;;3.67E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.19E+05;1.00E+00;2.16E-08;5.00E+01;1.84E-08;;;;819;2.16E-08;;;;;1.76E-08;;;4.00E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.20E+05;1.00E+00;2.14E-08;5.00E+01;1.84E-08;;;;819.5;2.14E-08;;;;;1.76E-08;;;3.78E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.20E+05;1.00E+00;2.14E-08;5.00E+01;1.84E-08;;;;820;2.14E-08;;;;;1.76E-08;;;3.81E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.21E+05;1.00E+00;2.09E-08;5.00E+01;1.84E-08;;;;820.5;2.09E-08;;;;;1.76E-08;;;3.37E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.21E+05;1.00E+00;2.12E-08;5.00E+01;1.84E-08;;;;821;2.12E-08;;;;;1.75E-08;;;3.61E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.22E+05;1.00E+00;2.17E-08;5.00E+01;1.84E-08;;;;821.5;2.17E-08;;;;;1.75E-08;;;4.13E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.22E+05;1.00E+00;2.16E-08;5.00E+01;1.84E-08;;;;822;2.16E-08;;;;;1.75E-08;;;4.09E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.23E+05;1.00E+00;2.17E-08;5.00E+01;1.84E-08;;;;822.5;2.17E-08;;;;;1.75E-08;;;4.21E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.23E+05;1.00E+00;2.14E-08;5.00E+01;1.84E-08;;;;823;2.14E-08;;;;;1.75E-08;;;3.94E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.24E+05;1.00E+00;2.12E-08;5.00E+01;1.84E-08;;;;823.5;2.12E-08;;;;;1.75E-08;;;3.71E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.24E+05;1.00E+00;2.08E-08;5.00E+01;1.84E-08;;;;824;2.08E-08;;;;;1.74E-08;;;3.39E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.25E+05;1.00E+00;2.07E-08;5.00E+01;1.84E-08;;;;824.5;2.07E-08;;;;;1.74E-08;;;3.25E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.25E+05;1.00E+00;2.08E-08;5.00E+01;1.84E-08;;;;825;2.08E-08;;;;;1.74E-08;;;3.39E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.26E+05;1.00E+00;2.08E-08;5.00E+01;1.84E-08;;;;825.5;2.08E-08;;;;;1.74E-08;;;3.46E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.26E+05;1.00E+00;1.81E-08;5.00E+01;2.14E-10;;;;826;1.81E-08;;;;;1.74E-08;;;7.61E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.27E+05;1.00E+00;1.76E-08;5.00E+01;1.82E-10;;;;826.5;1.76E-08;;;;;1.73E-08;;;2.53E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.27E+05;1.00E+00;1.73E-08;5.00E+01;1.92E-10;;;;827;1.73E-08;;;;;1.73E-08;;;-1.31E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.28E+05;1.00E+00;1.71E-08;5.00E+01;1.95E-10;;;;827.5;1.71E-08;;;;;1.73E-08;;;-1.96E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.28E+05;1.00E+00;1.69E-08;5.00E+01;1.98E-10;;;;828;1.69E-08;;;;;1.73E-08;;;-3.86E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.29E+05;1.00E+00;1.69E-08;5.00E+01;2.00E-10;;;;828.5;1.69E-08;;;;;1.73E-08;;;-3.49E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.29E+05;1.00E+00;1.69E-08;5.00E+01;1.99E-10;;;;829;1.69E-08;;;;;1.73E-08;;;-3.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.30E+05;1.00E+00;1.69E-08;5.00E+01;2.00E-10;;;;829.5;1.69E-08;;;;;1.72E-08;;;-3.40E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.30E+05;1.00E+00;1.70E-08;5.00E+01;2.00E-10;;;;830;1.70E-08;;;;;1.72E-08;;;-2.25E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.31E+05;1.00E+00;1.70E-08;5.00E+01;1.99E-10;;;;830.5;1.70E-08;;;;;1.72E-08;;;-2.15E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.31E+05;1.00E+00;1.70E-08;5.00E+01;2.00E-10;;;;831;1.70E-08;;;;;1.72E-08;;;-1.90E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.32E+05;1.00E+00;1.67E-08;5.00E+01;1.99E-10;;;;831.5;1.67E-08;;;;;1.72E-08;;;-4.48E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.32E+05;1.00E+00;1.66E-08;5.00E+01;1.99E-10;;;;832;1.66E-08;;;;;1.71E-08;;;-5.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.33E+05;1.00E+00;1.66E-08;5.00E+01;2.00E-10;;;;832.5;1.66E-08;;;;;1.71E-08;;;-5.37E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.33E+05;1.00E+00;1.65E-08;5.00E+01;1.99E-10;;;;833;1.65E-08;;;;;1.71E-08;;;-6.47E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.34E+05;1.00E+00;1.66E-08;5.00E+01;1.98E-10;;;;833.5;1.66E-08;;;;;1.71E-08;;;-5.12E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.34E+05;1.00E+00;1.67E-08;5.00E+01;1.99E-10;;;;834;1.67E-08;;;;;1.71E-08;;;-3.85E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.35E+05;1.00E+00;1.67E-08;5.00E+01;2.01E-10;;;;834.5;1.67E-08;;;;;1.71E-08;;;-3.83E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.35E+05;1.00E+00;1.67E-08;5.00E+01;1.99E-10;;;;835;1.67E-08;;;;;1.70E-08;;;-3.25E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.36E+05;1.00E+00;1.75E-08;5.00E+01;1.99E-10;;;;835.5;1.75E-08;;;;;1.70E-08;;;5.13E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.36E+05;1.00E+00;2.01E-08;5.00E+01;1.85E-08;;;;836;2.01E-08;;;;;1.70E-08;;;3.10E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.37E+05;1.00E+00;2.00E-08;5.00E+01;1.85E-08;;;;836.5;2.00E-08;;;;;1.70E-08;;;2.98E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.37E+05;1.00E+00;2.00E-08;5.00E+01;1.85E-08;;;;837;2.00E-08;;;;;1.70E-08;;;3.07E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.38E+05;1.00E+00;2.01E-08;5.00E+01;1.85E-08;;;;837.5;2.01E-08;;;;;1.70E-08;;;3.12E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.38E+05;1.00E+00;2.01E-08;5.00E+01;1.85E-08;;;;838;2.01E-08;;;;;1.69E-08;;;3.19E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.39E+05;1.00E+00;2.01E-08;5.00E+01;1.85E-08;;;;838.5;2.01E-08;;;;;1.69E-08;;;3.22E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.39E+05;1.00E+00;2.00E-08;5.00E+01;1.85E-08;;;;839;2.00E-08;;;;;1.69E-08;;;3.12E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.40E+05;1.00E+00;1.98E-08;5.00E+01;1.85E-08;;;;839.5;1.98E-08;;;;;1.69E-08;;;2.91E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.40E+05;1.00E+00;1.96E-08;5.00E+01;1.85E-08;;;;840;1.96E-08;;;;;1.69E-08;;;2.73E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.41E+05;1.00E+00;1.98E-08;5.00E+01;1.85E-08;;;;840.5;1.98E-08;;;;;1.68E-08;;;2.99E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.41E+05;1.00E+00;1.96E-08;5.00E+01;1.85E-08;;;;841;1.96E-08;;;;;1.68E-08;;;2.75E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.42E+05;1.00E+00;1.96E-08;5.00E+01;1.85E-08;;;;841.5;1.96E-08;;;;;1.68E-08;;;2.76E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.42E+05;1.00E+00;1.96E-08;5.00E+01;1.85E-08;;;;842;1.96E-08;;;;;1.68E-08;;;2.79E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.43E+05;1.00E+00;1.97E-08;5.00E+01;1.85E-08;;;;842.5;1.97E-08;;;;;1.68E-08;;;2.93E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.43E+05;1.00E+00;1.95E-08;5.00E+01;1.85E-08;;;;843;1.95E-08;;;;;1.68E-08;;;2.73E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.44E+05;1.00E+00;1.96E-08;5.00E+01;1.85E-08;;;;843.5;1.96E-08;;;;;1.67E-08;;;2.87E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.44E+05;1.00E+00;1.99E-08;5.00E+01;1.85E-08;;;;844;1.99E-08;;;;;1.67E-08;;;3.16E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.45E+05;1.00E+00;1.97E-08;5.00E+01;1.85E-08;;;;844.5;1.97E-08;;;;;1.67E-08;;;2.94E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.45E+05;1.00E+00;1.98E-08;5.00E+01;1.85E-08;;;;845;1.98E-08;;;;;1.67E-08;;;3.12E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.46E+05;1.00E+00;2.00E-08;5.00E+01;1.85E-08;;;;845.5;2.00E-08;;;;;1.67E-08;;;3.27E-09;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.46E+05;1.00E+00;1.72E-08;5.00E+01;2.34E-10;;;;846;1.72E-08;;;;;1.67E-08;;;5.10E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
8.47E+05;1.00E+00;1.65E-08;5.00E+01;1.82E-10;;;;846.5;1.65E-08;;;;;1.66E-08;;;-1.85E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;
