File Name: 05_Sample12_device3_It_150kV_VDrain1V_VGate40V.dat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Data: 21/11/2023;15:10:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;Time (s);IDrain_without_peaks (A);IGate (A);;;Time_100uA (s);IDrain (A);;;IDrain_fit (A);;delta I (A);;;Time_200uA (s);IDrain (A);Fit (A);delta I (A);;Time_300uA (s);IDrain (A);Fit (A);delta I (A);;Time_400uA (s);IDrain_with_peaks (A);Fit (A);delta I (A);;Time_500uA (s);IDrain_with_peaks (A);Fit (A);delta I (A)
4.02E+05;1.00E+00;4.58E-09;4.00E+01;1.06E-10;;;402;4.58E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.03E+05;1.00E+00;4.64E-09;4.00E+01;1.06E-10;;;402.5;4.64E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.03E+05;1.00E+00;4.51E-09;4.00E+01;1.06E-10;;;403;4.51E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.04E+05;1.00E+00;4.56E-09;4.00E+01;1.06E-10;;;403.5;4.56E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.04E+05;1.00E+00;4.56E-09;4.00E+01;1.06E-10;;;404;4.56E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.05E+05;1.00E+00;4.54E-09;4.00E+01;1.05E-10;;;404.5;4.54E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.05E+05;1.00E+00;4.47E-09;4.00E+01;1.06E-10;;;405;4.47E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.06E+05;1.00E+00;4.53E-09;4.00E+01;1.06E-10;;;405.5;4.53E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.06E+05;1.00E+00;4.61E-09;4.00E+01;1.07E-10;;;406;4.61E-09;1.07E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.07E+05;1.00E+00;4.62E-09;4.00E+01;1.06E-10;;;406.5;4.62E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.07E+05;1.00E+00;4.64E-09;4.00E+01;1.06E-10;;;407;4.64E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.08E+05;1.00E+00;4.61E-09;4.00E+01;1.07E-10;;;407.5;4.61E-09;1.07E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.08E+05;1.00E+00;4.59E-09;4.00E+01;1.07E-10;;;408;4.59E-09;1.07E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.09E+05;1.00E+00;4.67E-09;4.00E+01;1.06E-10;;;408.5;4.67E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.09E+05;1.00E+00;4.72E-09;4.00E+01;1.05E-10;;;409;4.72E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.10E+05;1.00E+00;4.64E-09;4.00E+01;1.05E-10;;;409.5;4.64E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.10E+05;1.00E+00;4.67E-09;4.00E+01;1.05E-10;;;410;4.67E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.11E+05;1.00E+00;4.56E-09;4.00E+01;1.06E-10;;;410.5;4.56E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.11E+05;1.00E+00;4.58E-09;4.00E+01;1.05E-10;;;411;4.58E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.12E+05;1.00E+00;4.60E-09;4.00E+01;1.06E-10;;;411.5;4.60E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.12E+05;1.00E+00;4.54E-09;4.00E+01;1.05E-10;;;412;4.54E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.13E+05;1.00E+00;4.65E-09;4.00E+01;1.05E-10;;;412.5;4.65E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.26E+05;1.00E+00;4.28E-09;4.00E+01;1.01E-10;;;425.5;4.28E-09;1.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.26E+05;1.00E+00;4.30E-09;4.00E+01;1.01E-10;;;426;4.30E-09;1.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.27E+05;1.00E+00;4.22E-09;4.00E+01;1.00E-10;;;426.5;4.22E-09;1E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.27E+05;1.00E+00;4.23E-09;4.00E+01;1.00E-10;;;427;4.23E-09;1E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.28E+05;1.00E+00;4.27E-09;4.00E+01;1.00E-10;;;427.5;4.27E-09;1E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.28E+05;1.00E+00;4.32E-09;4.00E+01;1.00E-10;;;428;4.32E-09;1E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.29E+05;1.00E+00;4.26E-09;4.00E+01;1.00E-10;;;428.5;4.26E-09;1E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.29E+05;1.00E+00;4.28E-09;4.00E+01;1.01E-10;;;429;4.28E-09;1.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.30E+05;1.00E+00;4.29E-09;4.00E+01;1.01E-10;;;429.5;4.29E-09;1.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.30E+05;1.00E+00;4.29E-09;4.00E+01;1.02E-10;;;430;4.29E-09;1.02E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.31E+05;1.00E+00;4.24E-09;4.00E+01;1.01E-10;;;430.5;4.24E-09;1.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.31E+05;1.00E+00;4.21E-09;4.00E+01;1.01E-10;;;431;4.21E-09;1.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.32E+05;1.00E+00;4.25E-09;4.00E+01;1.01E-10;;;431.5;4.25E-09;1.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.32E+05;1.00E+00;4.25E-09;4.00E+01;1.02E-10;;;432;4.25E-09;1.02E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.33E+05;1.00E+00;4.23E-09;4.00E+01;1.02E-10;;;432.5;4.23E-09;1.02E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.47E+05;1.00E+00;4.24E-09;4.00E+01;9.92E-11;;;446.5;4.24E-09;9.92E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.47E+05;1.00E+00;4.28E-09;4.00E+01;1.00E-10;;;447;4.28E-09;1E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.48E+05;1.00E+00;4.22E-09;4.00E+01;1.01E-10;;;447.5;4.22E-09;1.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.48E+05;1.00E+00;4.17E-09;4.00E+01;1.02E-10;;;448;4.17E-09;1.02E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.49E+05;1.00E+00;4.11E-09;4.00E+01;1.03E-10;;;448.5;4.11E-09;1.03E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.49E+05;1.00E+00;4.06E-09;4.00E+01;1.03E-10;;;449;4.06E-09;1.03E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.50E+05;1.00E+00;4.12E-09;4.00E+01;1.04E-10;;;449.5;4.12E-09;1.04E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.50E+05;1.00E+00;4.16E-09;4.00E+01;1.05E-10;;;450;4.16E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.51E+05;1.00E+00;4.06E-09;4.00E+01;1.04E-10;;;450.5;4.06E-09;1.04E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.51E+05;1.00E+00;4.07E-09;4.00E+01;1.04E-10;;;451;4.07E-09;1.04E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.52E+05;1.00E+00;4.08E-09;4.00E+01;1.05E-10;;;451.5;4.08E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.52E+05;1.00E+00;4.08E-09;4.00E+01;1.05E-10;;;452;4.08E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.53E+05;1.00E+00;4.08E-09;4.00E+01;1.05E-10;;;452.5;4.08E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.67E+05;1.00E+00;4.12E-09;4.00E+01;1.01E-10;;;466.5;4.12E-09;1.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.67E+05;1.00E+00;4.16E-09;4.00E+01;1.01E-10;;;467;4.16E-09;1.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.68E+05;1.00E+00;4.14E-09;4.00E+01;1.01E-10;;;467.5;4.14E-09;1.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.68E+05;1.00E+00;4.12E-09;4.00E+01;1.02E-10;;;468;4.12E-09;1.02E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.69E+05;1.00E+00;4.09E-09;4.00E+01;1.01E-10;;;468.5;4.09E-09;1.01E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.69E+05;1.00E+00;4.11E-09;4.00E+01;1.02E-10;;;469;4.11E-09;1.02E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.70E+05;1.00E+00;4.07E-09;4.00E+01;1.02E-10;;;469.5;4.07E-09;1.02E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.70E+05;1.00E+00;3.97E-09;4.00E+01;1.03E-10;;;470;3.97E-09;1.03E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.71E+05;1.00E+00;3.96E-09;4.00E+01;1.03E-10;;;470.5;3.96E-09;1.03E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.71E+05;1.00E+00;3.96E-09;4.00E+01;1.04E-10;;;471;3.96E-09;1.04E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.72E+05;1.00E+00;3.94E-09;4.00E+01;1.05E-10;;;471.5;3.94E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.72E+05;1.00E+00;3.94E-09;4.00E+01;1.05E-10;;;472;3.94E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.73E+05;1.00E+00;3.89E-09;4.00E+01;1.05E-10;;;472.5;3.89E-09;1.05E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.87E+05;1.00E+00;3.76E-09;4.00E+01;1.02E-10;;;486.5;3.76E-09;1.02E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.87E+05;1.00E+00;3.82E-09;4.00E+01;1.02E-10;;;487;3.82E-09;1.02E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.88E+05;1.00E+00;3.79E-09;4.00E+01;1.04E-10;;;487.5;3.79E-09;1.04E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.88E+05;1.00E+00;3.81E-09;4.00E+01;1.04E-10;;;488;3.81E-09;1.04E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.89E+05;1.00E+00;3.76E-09;4.00E+01;1.04E-10;;;488.5;3.76E-09;1.04E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.89E+05;1.00E+00;3.70E-09;4.00E+01;1.06E-10;;;489;3.70E-09;1.06E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.90E+05;1.00E+00;3.74E-09;4.00E+01;1.11E-10;;;489.5;3.74E-09;1.11E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.90E+05;1.00E+00;3.67E-09;4.00E+01;1.16E-10;;;490;3.67E-09;1.16E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.91E+05;1.00E+00;3.63E-09;4.00E+01;1.22E-10;;;490.5;3.63E-09;1.22E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.91E+05;1.00E+00;3.57E-09;4.00E+01;1.25E-10;;;491;3.57E-09;1.25E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.92E+05;1.00E+00;3.58E-09;4.00E+01;1.26E-10;;;491.5;3.58E-09;1.26E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.92E+05;1.00E+00;3.57E-09;4.00E+01;1.27E-10;;;492;3.57E-09;1.27E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.93E+05;1.00E+00;3.56E-09;4.00E+01;1.28E-10;;;492.5;3.56E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.93E+05;1.00E+00;3.55E-09;4.00E+01;1.27E-10;;;493;3.55E-09;1.27E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.94E+05;1.00E+00;3.57E-09;4.00E+01;1.29E-10;;;493.5;3.57E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.94E+05;1.00E+00;3.57E-09;4.00E+01;1.30E-10;;;494;3.57E-09;1.3E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.95E+05;1.00E+00;3.59E-09;4.00E+01;1.29E-10;;;494.5;3.59E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.95E+05;1.00E+00;3.53E-09;4.00E+01;1.29E-10;;;495;3.53E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.96E+05;1.00E+00;3.54E-09;4.00E+01;1.29E-10;;;495.5;3.54E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.96E+05;1.00E+00;3.54E-09;4.00E+01;1.29E-10;;;496;3.54E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.97E+05;1.00E+00;3.53E-09;4.00E+01;1.30E-10;;;496.5;3.53E-09;1.3E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.97E+05;1.00E+00;3.61E-09;4.00E+01;1.30E-10;;;497;3.61E-09;1.3E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.98E+05;1.00E+00;3.56E-09;4.00E+01;1.30E-10;;;497.5;3.56E-09;1.3E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.98E+05;1.00E+00;3.55E-09;4.00E+01;1.30E-10;;;498;3.55E-09;1.3E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.99E+05;1.00E+00;3.63E-09;4.00E+01;1.29E-10;;;498.5;3.63E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4.99E+05;1.00E+00;3.57E-09;4.00E+01;1.30E-10;;;499;3.57E-09;1.3E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.00E+05;1.00E+00;3.56E-09;4.00E+01;1.29E-10;;;499.5;3.56E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.00E+05;1.00E+00;3.49E-09;4.00E+01;1.28E-10;;;500;3.49E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.01E+05;1.00E+00;3.54E-09;4.00E+01;1.28E-10;;;500.5;3.54E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.01E+05;1.00E+00;3.54E-09;4.00E+01;1.28E-10;;;501;3.54E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.02E+05;1.00E+00;3.53E-09;4.00E+01;1.29E-10;;;501.5;3.53E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.02E+05;1.00E+00;3.62E-09;4.00E+01;1.29E-10;;;502;3.62E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.03E+05;1.00E+00;3.57E-09;4.00E+01;1.27E-10;;;502.5;3.57E-09;1.27E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.03E+05;1.00E+00;3.50E-09;4.00E+01;1.28E-10;;;503;3.50E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.04E+05;1.00E+00;3.57E-09;4.00E+01;1.28E-10;;;503.5;3.57E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.04E+05;1.00E+00;3.60E-09;4.00E+01;1.28E-10;;;504;3.60E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.05E+05;1.00E+00;3.50E-09;4.00E+01;1.27E-10;;;504.5;3.50E-09;1.27E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.05E+05;1.00E+00;3.53E-09;4.00E+01;1.28E-10;;;505;3.53E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.06E+05;1.00E+00;3.54E-09;4.00E+01;1.28E-10;;;505.5;3.54E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.06E+05;1.00E+00;3.52E-09;4.00E+01;1.29E-10;;;506;3.52E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.07E+05;1.00E+00;3.52E-09;4.00E+01;1.29E-10;;;506.5;3.52E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.07E+05;1.00E+00;3.56E-09;4.00E+01;1.29E-10;;;507;3.56E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.08E+05;1.00E+00;3.54E-09;4.00E+01;1.29E-10;;;507.5;3.54E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.08E+05;1.00E+00;3.56E-09;4.00E+01;1.29E-10;;;508;3.56E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.09E+05;1.00E+00;3.54E-09;4.00E+01;1.29E-10;;;508.5;3.54E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.09E+05;1.00E+00;3.46E-09;4.00E+01;1.29E-10;;;509;3.46E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.10E+05;1.00E+00;3.47E-09;4.00E+01;1.29E-10;;;509.5;3.47E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.10E+05;1.00E+00;3.44E-09;4.00E+01;1.29E-10;;;510;3.44E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.11E+05;1.00E+00;3.44E-09;4.00E+01;1.29E-10;;;510.5;3.44E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.11E+05;1.00E+00;3.49E-09;4.00E+01;1.29E-10;;;511;3.49E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.12E+05;1.00E+00;3.48E-09;4.00E+01;1.30E-10;;;511.5;3.48E-09;1.3E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.26E+05;1.00E+00;3.55E-09;4.00E+01;1.23E-10;;;525.5;3.55E-09;1.23E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.26E+05;1.00E+00;3.55E-09;4.00E+01;1.24E-10;;;526;3.55E-09;1.24E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.27E+05;1.00E+00;3.58E-09;4.00E+01;1.23E-10;;;526.5;3.58E-09;1.23E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.27E+05;1.00E+00;3.54E-09;4.00E+01;1.24E-10;;;527;3.54E-09;1.24E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.28E+05;1.00E+00;3.56E-09;4.00E+01;1.23E-10;;;527.5;3.56E-09;1.23E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.28E+05;1.00E+00;3.58E-09;4.00E+01;1.24E-10;;;528;3.58E-09;1.24E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.29E+05;1.00E+00;3.53E-09;4.00E+01;1.24E-10;;;528.5;3.53E-09;1.24E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.29E+05;1.00E+00;3.53E-09;4.00E+01;1.24E-10;;;529;3.53E-09;1.24E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.30E+05;1.00E+00;3.53E-09;4.00E+01;1.25E-10;;;529.5;3.53E-09;1.25E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.30E+05;1.00E+00;3.52E-09;4.00E+01;1.26E-10;;;530;3.52E-09;1.26E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.31E+05;1.00E+00;3.41E-09;4.00E+01;1.26E-10;;;530.5;3.41E-09;1.26E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.31E+05;1.00E+00;3.45E-09;4.00E+01;1.26E-10;;;531;3.45E-09;1.26E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.32E+05;1.00E+00;3.45E-09;4.00E+01;1.28E-10;;;531.5;3.45E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.46E+05;1.00E+00;3.56E-09;4.00E+01;1.23E-10;;;545.5;3.56E-09;1.23E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.46E+05;1.00E+00;3.53E-09;4.00E+01;1.24E-10;;;546;3.53E-09;1.24E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.47E+05;1.00E+00;3.51E-09;4.00E+01;1.24E-10;;;546.5;3.51E-09;1.24E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.47E+05;1.00E+00;3.45E-09;4.00E+01;1.24E-10;;;547;3.45E-09;1.24E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.48E+05;1.00E+00;3.42E-09;4.00E+01;1.25E-10;;;547.5;3.42E-09;1.25E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.48E+05;1.00E+00;3.43E-09;4.00E+01;1.25E-10;;;548;3.43E-09;1.25E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.49E+05;1.00E+00;3.38E-09;4.00E+01;1.26E-10;;;548.5;3.38E-09;1.26E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.49E+05;1.00E+00;3.43E-09;4.00E+01;1.28E-10;;;549;3.43E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.50E+05;1.00E+00;3.47E-09;4.00E+01;1.28E-10;;;549.5;3.47E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.50E+05;1.00E+00;3.47E-09;4.00E+01;1.29E-10;;;550;3.47E-09;1.29E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.51E+05;1.00E+00;3.43E-09;4.00E+01;1.28E-10;;;550.5;3.43E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.51E+05;1.00E+00;3.43E-09;4.00E+01;1.28E-10;;;551;3.43E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.52E+05;1.00E+00;3.43E-09;4.00E+01;1.28E-10;;;551.5;3.43E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.66E+05;1.00E+00;3.44E-09;4.00E+01;1.22E-10;;;565.5;3.44E-09;1.22E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.66E+05;1.00E+00;3.41E-09;4.00E+01;1.22E-10;;;566;3.41E-09;1.22E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.67E+05;1.00E+00;3.35E-09;4.00E+01;1.23E-10;;;566.5;3.35E-09;1.23E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.67E+05;1.00E+00;3.34E-09;4.00E+01;1.23E-10;;;567;3.34E-09;1.23E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.68E+05;1.00E+00;3.28E-09;4.00E+01;1.25E-10;;;567.5;3.28E-09;1.25E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.68E+05;1.00E+00;3.26E-09;4.00E+01;1.26E-10;;;568;3.26E-09;1.26E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.69E+05;1.00E+00;3.26E-09;4.00E+01;1.27E-10;;;568.5;3.26E-09;1.27E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.69E+05;1.00E+00;3.32E-09;4.00E+01;1.28E-10;;;569;3.32E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.70E+05;1.00E+00;3.29E-09;4.00E+01;1.27E-10;;;569.5;3.29E-09;1.27E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.70E+05;1.00E+00;3.31E-09;4.00E+01;1.26E-10;;;570;3.31E-09;1.26E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.71E+05;1.00E+00;3.33E-09;4.00E+01;1.27E-10;;;570.5;3.33E-09;1.27E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.71E+05;1.00E+00;3.33E-09;4.00E+01;1.27E-10;;;571;3.33E-09;1.27E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.72E+05;1.00E+00;3.31E-09;4.00E+01;1.28E-10;;;571.5;3.31E-09;1.28E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.86E+05;1.00E+00;3.23E-09;4.00E+01;1.22E-10;;;585.5;3.23E-09;1.22E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.86E+05;1.00E+00;3.22E-09;4.00E+01;1.22E-10;;;586;3.22E-09;1.22E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.87E+05;1.00E+00;3.14E-09;4.00E+01;1.23E-10;;;586.5;3.14E-09;1.23E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5.87E+05;1.00E+00;3.20E-09;4.00E+01;1.25E-10;;;587;3.20E-09;1.25E-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
