File Name: 05_Sample12_device3_It_150kV_VDrain1V_VGate40V.dat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Data: 21/11/2023;15:10:11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Start V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Step V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stop V: 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Range V: 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Delay(ms): 0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auorange: yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sweep type: log;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Instrument Meter: SM2614;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time(ms);Vdrain(V);Idrain(A);Vgate(V);Igate(A);;;Time (s);IDrain_without_peaks (A);IGate (A);;;Time_100uA (s);IDrain (A);;;IDrain_fit (A);;delta I (A);;;Time_200uA (s);IDrain (A);Fit (A);delta I (A);;Time_300uA (s);IDrain (A);Fit (A);delta I (A);;Time_400uA (s);IDrain_with_peaks (A);Fit (A);delta I (A);;Time_500uA (s);IDrain_with_peaks (A);Fit (A);delta I (A)
1.90E+05;1.00E+00;2.81E-08;4.00E+01;7.90E-11;;;189.5;2.81E-08;7.9E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.90E+05;1.00E+00;2.77E-08;4.00E+01;7.94E-11;;;190;2.77E-08;7.94E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.91E+05;1.00E+00;2.76E-08;4.00E+01;7.89E-11;;;190.5;2.76E-08;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.91E+05;1.00E+00;2.75E-08;4.00E+01;7.92E-11;;;191;2.75E-08;7.92E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.92E+05;1.00E+00;2.75E-08;4.00E+01;7.87E-11;;;191.5;2.75E-08;7.87E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.92E+05;1.00E+00;2.73E-08;4.00E+01;7.86E-11;;;192;2.73E-08;7.86E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.93E+05;1.00E+00;2.68E-08;4.00E+01;7.89E-11;;;192.5;2.68E-08;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.93E+05;1.00E+00;2.65E-08;4.00E+01;7.90E-11;;;193;2.65E-08;7.9E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.94E+05;1.00E+00;2.64E-08;4.00E+01;7.90E-11;;;193.5;2.64E-08;7.9E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.94E+05;1.00E+00;2.61E-08;4.00E+01;7.92E-11;;;194;2.61E-08;7.92E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.95E+05;1.00E+00;2.58E-08;4.00E+01;7.91E-11;;;194.5;2.58E-08;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.95E+05;1.00E+00;2.54E-08;4.00E+01;7.91E-11;;;195;2.54E-08;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.96E+05;1.00E+00;2.55E-08;4.00E+01;7.92E-11;;;195.5;2.55E-08;7.92E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.96E+05;1.00E+00;2.52E-08;4.00E+01;7.92E-11;;;196;2.52E-08;7.92E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.97E+05;1.00E+00;2.51E-08;4.00E+01;7.88E-11;;;196.5;2.51E-08;7.88E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.97E+05;1.00E+00;2.48E-08;4.00E+01;7.93E-11;;;197;2.48E-08;7.93E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.98E+05;1.00E+00;2.46E-08;4.00E+01;7.90E-11;;;197.5;2.46E-08;7.9E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.98E+05;1.00E+00;2.44E-08;4.00E+01;7.94E-11;;;198;2.44E-08;7.94E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.99E+05;1.00E+00;2.42E-08;4.00E+01;7.89E-11;;;198.5;2.42E-08;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.99E+05;1.00E+00;2.42E-08;4.00E+01;7.91E-11;;;199;2.42E-08;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.00E+05;1.00E+00;2.40E-08;4.00E+01;7.88E-11;;;199.5;2.40E-08;7.88E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.00E+05;1.00E+00;2.38E-08;4.00E+01;7.83E-11;;;200;2.38E-08;7.83E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.01E+05;1.00E+00;2.37E-08;4.00E+01;7.90E-11;;;200.5;2.37E-08;7.9E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.01E+05;1.00E+00;2.34E-08;4.00E+01;7.91E-11;;;201;2.34E-08;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.02E+05;1.00E+00;2.35E-08;4.00E+01;7.90E-11;;;201.5;2.35E-08;7.9E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.02E+05;1.00E+00;2.33E-08;4.00E+01;7.81E-11;;;202;2.33E-08;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.03E+05;1.00E+00;2.34E-08;4.00E+01;7.82E-11;;;202.5;2.34E-08;7.82E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.03E+05;1.00E+00;2.32E-08;4.00E+01;7.83E-11;;;203;2.32E-08;7.83E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.04E+05;1.00E+00;2.31E-08;4.00E+01;7.88E-11;;;203.5;2.31E-08;7.88E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.04E+05;1.00E+00;2.30E-08;4.00E+01;7.87E-11;;;204;2.30E-08;7.87E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.05E+05;1.00E+00;2.28E-08;4.00E+01;7.90E-11;;;204.5;2.28E-08;7.9E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.05E+05;1.00E+00;2.28E-08;4.00E+01;7.89E-11;;;205;2.28E-08;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.06E+05;1.00E+00;2.24E-08;4.00E+01;7.92E-11;;;205.5;2.24E-08;7.92E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.06E+05;1.00E+00;2.22E-08;4.00E+01;7.91E-11;;;206;2.22E-08;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.07E+05;1.00E+00;2.21E-08;4.00E+01;7.92E-11;;;206.5;2.21E-08;7.92E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.07E+05;1.00E+00;2.20E-08;4.00E+01;7.94E-11;;;207;2.20E-08;7.94E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.08E+05;1.00E+00;2.19E-08;4.00E+01;7.93E-11;;;207.5;2.19E-08;7.93E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.08E+05;1.00E+00;2.18E-08;4.00E+01;7.84E-11;;;208;2.18E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.09E+05;1.00E+00;2.17E-08;4.00E+01;7.84E-11;;;208.5;2.17E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.09E+05;1.00E+00;2.17E-08;4.00E+01;7.88E-11;;;209;2.17E-08;7.88E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.10E+05;1.00E+00;2.14E-08;4.00E+01;7.81E-11;;;209.5;2.14E-08;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.10E+05;1.00E+00;2.13E-08;4.00E+01;7.81E-11;;;210;2.13E-08;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.11E+05;1.00E+00;2.10E-08;4.00E+01;7.82E-11;;;210.5;2.10E-08;7.82E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.11E+05;1.00E+00;2.08E-08;4.00E+01;7.80E-11;;;211;2.08E-08;7.8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.12E+05;1.00E+00;2.07E-08;4.00E+01;7.80E-11;;;211.5;2.07E-08;7.8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.12E+05;1.00E+00;2.05E-08;4.00E+01;7.76E-11;;;212;2.05E-08;7.76E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.13E+05;1.00E+00;2.05E-08;4.00E+01;7.77E-11;;;212.5;2.05E-08;7.77E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.13E+05;1.00E+00;2.03E-08;4.00E+01;7.82E-11;;;213;2.03E-08;7.82E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.14E+05;1.00E+00;2.01E-08;4.00E+01;7.83E-11;;;213.5;2.01E-08;7.83E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.14E+05;1.00E+00;2.00E-08;4.00E+01;7.81E-11;;;214;2.00E-08;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.15E+05;1.00E+00;1.98E-08;4.00E+01;7.87E-11;;;214.5;1.98E-08;7.87E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.15E+05;1.00E+00;1.96E-08;4.00E+01;7.87E-11;;;215;1.96E-08;7.87E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16E+05;1.00E+00;1.96E-08;4.00E+01;7.78E-11;;;215.5;1.96E-08;7.78E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.16E+05;1.00E+00;1.94E-08;4.00E+01;7.78E-11;;;216;1.94E-08;7.78E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.17E+05;1.00E+00;1.94E-08;4.00E+01;7.81E-11;;;216.5;1.94E-08;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.17E+05;1.00E+00;1.92E-08;4.00E+01;7.81E-11;;;217;1.92E-08;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.18E+05;1.00E+00;1.91E-08;4.00E+01;7.85E-11;;;217.5;1.91E-08;7.85E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.18E+05;1.00E+00;1.89E-08;4.00E+01;7.88E-11;;;218;1.89E-08;7.88E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.19E+05;1.00E+00;1.89E-08;4.00E+01;7.91E-11;;;218.5;1.89E-08;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.19E+05;1.00E+00;1.90E-08;4.00E+01;7.87E-11;;;219;1.90E-08;7.87E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.20E+05;1.00E+00;1.89E-08;4.00E+01;7.92E-11;;;219.5;1.89E-08;7.92E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.20E+05;1.00E+00;1.85E-08;4.00E+01;7.91E-11;;;220;1.85E-08;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.21E+05;1.00E+00;1.84E-08;4.00E+01;7.89E-11;;;220.5;1.84E-08;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.21E+05;1.00E+00;1.83E-08;4.00E+01;7.85E-11;;;221;1.83E-08;7.85E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.22E+05;1.00E+00;1.82E-08;4.00E+01;7.84E-11;;;221.5;1.82E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.22E+05;1.00E+00;1.80E-08;4.00E+01;7.84E-11;;;222;1.80E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.23E+05;1.00E+00;1.80E-08;4.00E+01;7.82E-11;;;222.5;1.80E-08;7.82E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.23E+05;1.00E+00;1.80E-08;4.00E+01;7.91E-11;;;223;1.80E-08;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.24E+05;1.00E+00;1.76E-08;4.00E+01;7.92E-11;;;223.5;1.76E-08;7.92E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.24E+05;1.00E+00;1.76E-08;4.00E+01;7.86E-11;;;224;1.76E-08;7.86E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.25E+05;1.00E+00;1.77E-08;4.00E+01;7.89E-11;;;224.5;1.77E-08;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.25E+05;1.00E+00;1.75E-08;4.00E+01;7.83E-11;;;225;1.75E-08;7.83E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.26E+05;1.00E+00;1.73E-08;4.00E+01;7.82E-11;;;225.5;1.73E-08;7.82E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.26E+05;1.00E+00;1.70E-08;4.00E+01;7.85E-11;;;226;1.70E-08;7.85E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.27E+05;1.00E+00;1.70E-08;4.00E+01;7.83E-11;;;226.5;1.70E-08;7.83E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.27E+05;1.00E+00;1.68E-08;4.00E+01;7.88E-11;;;227;1.68E-08;7.88E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.28E+05;1.00E+00;1.68E-08;4.00E+01;7.84E-11;;;227.5;1.68E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.28E+05;1.00E+00;1.67E-08;4.00E+01;7.82E-11;;;228;1.67E-08;7.82E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.29E+05;1.00E+00;1.66E-08;4.00E+01;7.88E-11;;;228.5;1.66E-08;7.88E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.29E+05;1.00E+00;1.65E-08;4.00E+01;7.88E-11;;;229;1.65E-08;7.88E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.30E+05;1.00E+00;1.66E-08;4.00E+01;7.89E-11;;;229.5;1.66E-08;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.30E+05;1.00E+00;1.64E-08;4.00E+01;7.86E-11;;;230;1.64E-08;7.86E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.31E+05;1.00E+00;1.64E-08;4.00E+01;7.84E-11;;;230.5;1.64E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.31E+05;1.00E+00;1.64E-08;4.00E+01;7.84E-11;;;231;1.64E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.32E+05;1.00E+00;1.65E-08;4.00E+01;7.86E-11;;;231.5;1.65E-08;7.86E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.32E+05;1.00E+00;1.64E-08;4.00E+01;7.85E-11;;;232;1.64E-08;7.85E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.33E+05;1.00E+00;1.63E-08;4.00E+01;7.90E-11;;;232.5;1.63E-08;7.9E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.33E+05;1.00E+00;1.60E-08;4.00E+01;7.86E-11;;;233;1.60E-08;7.86E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.34E+05;1.00E+00;1.58E-08;4.00E+01;7.85E-11;;;233.5;1.58E-08;7.85E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.34E+05;1.00E+00;1.56E-08;4.00E+01;7.89E-11;;;234;1.56E-08;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.35E+05;1.00E+00;1.56E-08;4.00E+01;7.81E-11;;;234.5;1.56E-08;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.35E+05;1.00E+00;1.54E-08;4.00E+01;7.83E-11;;;235;1.54E-08;7.83E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.36E+05;1.00E+00;1.53E-08;4.00E+01;7.81E-11;;;235.5;1.53E-08;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.36E+05;1.00E+00;1.53E-08;4.00E+01;7.83E-11;;;236;1.53E-08;7.83E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.37E+05;1.00E+00;1.51E-08;4.00E+01;7.86E-11;;;236.5;1.51E-08;7.86E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.37E+05;1.00E+00;1.50E-08;4.00E+01;7.85E-11;;;237;1.50E-08;7.85E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.38E+05;1.00E+00;1.50E-08;4.00E+01;7.91E-11;;;237.5;1.50E-08;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.38E+05;1.00E+00;1.47E-08;4.00E+01;7.82E-11;;;238;1.47E-08;7.82E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.39E+05;1.00E+00;1.47E-08;4.00E+01;7.80E-11;;;238.5;1.47E-08;7.8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.39E+05;1.00E+00;1.46E-08;4.00E+01;7.87E-11;;;239;1.46E-08;7.87E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.40E+05;1.00E+00;1.43E-08;4.00E+01;7.84E-11;;;239.5;1.43E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.40E+05;1.00E+00;1.43E-08;4.00E+01;7.85E-11;;;240;1.43E-08;7.85E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.41E+05;1.00E+00;1.43E-08;4.00E+01;7.93E-11;;;240.5;1.43E-08;7.93E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.41E+05;1.00E+00;1.42E-08;4.00E+01;7.89E-11;;;241;1.42E-08;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.42E+05;1.00E+00;1.41E-08;4.00E+01;7.95E-11;;;241.5;1.41E-08;7.95E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.42E+05;1.00E+00;1.41E-08;4.00E+01;7.86E-11;;;242;1.41E-08;7.86E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.43E+05;1.00E+00;1.39E-08;4.00E+01;7.91E-11;;;242.5;1.39E-08;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.43E+05;1.00E+00;1.39E-08;4.00E+01;7.95E-11;;;243;1.39E-08;7.95E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.44E+05;1.00E+00;1.40E-08;4.00E+01;7.91E-11;;;243.5;1.40E-08;7.91E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.44E+05;1.00E+00;1.38E-08;4.00E+01;7.95E-11;;;244;1.38E-08;7.95E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.45E+05;1.00E+00;1.36E-08;4.00E+01;7.99E-11;;;244.5;1.36E-08;7.99E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.45E+05;1.00E+00;1.36E-08;4.00E+01;8.02E-11;;;245;1.36E-08;8.02E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.46E+05;1.00E+00;1.35E-08;4.00E+01;7.98E-11;;;245.5;1.35E-08;7.98E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.46E+05;1.00E+00;1.35E-08;4.00E+01;8.03E-11;;;246;1.35E-08;8.03E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.47E+05;1.00E+00;1.34E-08;4.00E+01;8.02E-11;;;246.5;1.34E-08;8.02E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.47E+05;1.00E+00;1.33E-08;4.00E+01;7.96E-11;;;247;1.33E-08;7.96E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.48E+05;1.00E+00;1.34E-08;4.00E+01;7.94E-11;;;247.5;1.34E-08;7.94E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.48E+05;1.00E+00;1.32E-08;4.00E+01;7.96E-11;;;248;1.32E-08;7.96E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.49E+05;1.00E+00;1.30E-08;4.00E+01;7.97E-11;;;248.5;1.30E-08;7.97E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.49E+05;1.00E+00;1.32E-08;4.00E+01;7.95E-11;;;249;1.32E-08;7.95E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.50E+05;1.00E+00;1.31E-08;4.00E+01;7.88E-11;;;249.5;1.31E-08;7.88E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.50E+05;1.00E+00;1.31E-08;4.00E+01;7.85E-11;;;250;1.31E-08;7.85E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.51E+05;1.00E+00;1.31E-08;4.00E+01;7.93E-11;;;250.5;1.31E-08;7.93E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.51E+05;1.00E+00;1.29E-08;4.00E+01;7.88E-11;;;251;1.29E-08;7.88E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.52E+05;1.00E+00;1.29E-08;4.00E+01;7.86E-11;;;251.5;1.29E-08;7.86E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.52E+05;1.00E+00;1.26E-08;4.00E+01;7.82E-11;;;252;1.26E-08;7.82E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.53E+05;1.00E+00;1.27E-08;4.00E+01;7.84E-11;;;252.5;1.27E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.53E+05;1.00E+00;1.27E-08;4.00E+01;7.84E-11;;;253;1.27E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.54E+05;1.00E+00;1.25E-08;4.00E+01;7.86E-11;;;253.5;1.25E-08;7.86E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.54E+05;1.00E+00;1.23E-08;4.00E+01;7.84E-11;;;254;1.23E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.55E+05;1.00E+00;1.23E-08;4.00E+01;7.87E-11;;;254.5;1.23E-08;7.87E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.55E+05;1.00E+00;1.23E-08;4.00E+01;7.89E-11;;;255;1.23E-08;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.56E+05;1.00E+00;1.23E-08;4.00E+01;7.82E-11;;;255.5;1.23E-08;7.82E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.56E+05;1.00E+00;1.21E-08;4.00E+01;7.83E-11;;;256;1.21E-08;7.83E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.57E+05;1.00E+00;1.21E-08;4.00E+01;7.81E-11;;;256.5;1.21E-08;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.57E+05;1.00E+00;1.20E-08;4.00E+01;7.76E-11;;;257;1.20E-08;7.76E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.58E+05;1.00E+00;1.20E-08;4.00E+01;7.78E-11;;;257.5;1.20E-08;7.78E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.58E+05;1.00E+00;1.19E-08;4.00E+01;7.78E-11;;;258;1.19E-08;7.78E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.59E+05;1.00E+00;1.19E-08;4.00E+01;7.79E-11;;;258.5;1.19E-08;7.79E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.59E+05;1.00E+00;1.16E-08;4.00E+01;7.81E-11;;;259;1.16E-08;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.60E+05;1.00E+00;1.16E-08;4.00E+01;7.78E-11;;;259.5;1.16E-08;7.78E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.60E+05;1.00E+00;1.16E-08;4.00E+01;7.80E-11;;;260;1.16E-08;7.8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.61E+05;1.00E+00;1.15E-08;4.00E+01;7.77E-11;;;260.5;1.15E-08;7.77E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.61E+05;1.00E+00;1.14E-08;4.00E+01;7.81E-11;;;261;1.14E-08;7.81E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.62E+05;1.00E+00;1.13E-08;4.00E+01;7.84E-11;;;261.5;1.13E-08;7.84E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.62E+05;1.00E+00;1.12E-08;4.00E+01;7.85E-11;;;262;1.12E-08;7.85E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.63E+05;1.00E+00;1.12E-08;4.00E+01;7.89E-11;;;262.5;1.12E-08;7.89E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.63E+05;1.00E+00;1.13E-08;4.00E+01;8.02E-11;;;263;1.13E-08;8.02E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.64E+05;1.00E+00;1.14E-08;4.00E+01;8.00E-11;;;263.5;1.14E-08;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.64E+05;1.00E+00;1.13E-08;4.00E+01;8.07E-11;;;264;1.13E-08;8.07E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.65E+05;1.00E+00;1.13E-08;4.00E+01;8.05E-11;;;264.5;1.13E-08;8.05E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.65E+05;1.00E+00;1.12E-08;4.00E+01;8.00E-11;;;265;1.12E-08;8E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.66E+05;1.00E+00;1.13E-08;4.00E+01;8.05E-11;;;265.5;1.13E-08;8.05E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.66E+05;1.00E+00;1.11E-08;4.00E+01;7.97E-11;;;266;1.11E-08;7.97E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.67E+05;1.00E+00;1.11E-08;4.00E+01;7.97E-11;;;266.5;1.11E-08;7.97E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.67E+05;1.00E+00;1.09E-08;4.00E+01;8.02E-11;;;267;1.09E-08;8.02E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.68E+05;1.00E+00;1.07E-08;4.00E+01;7.94E-11;;;267.5;1.07E-08;7.94E-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
