#scan;iMeasureCycle=1;iMux=0;time=0.151;N=142;LocalTime=21/12/2023 11:50:12;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
-3.50001;-9.97E-10;8.21645;-10;-3.24E-05;8.21645;;;-3.50001;3.24E-05;9.97E-10;0.005695463;;;
-4;-9.82E-10;8.391402;-10;-3.54E-05;8.391402;;;-4;3.54E-05;9.82E-10;0.005947663;;;
-4.5;-9.97E-10;8.541355;-10;-3.83E-05;8.541355;;;-4.5;3.83E-05;9.97E-10;0.006189895;;;
-5.00001;-8.50E-10;8.691159;-10;-4.12E-05;8.691159;;;-5.00001;4.12E-05;8.50E-10;0.00642123;;;
-5.5;-7.77E-10;8.840955;-10;-4.41E-05;8.840955;;;-5.5;4.41E-05;7.77E-10;0.006642018;;;
-6;-7.76E-10;9.011377;-10;-4.69E-05;9.011377;;;-6;4.69E-05;7.76E-10;0.006849956;;;
-6.50001;-7.90E-10;9.161159;-10;-4.97E-05;9.161159;;;-6.50001;4.97E-05;7.90E-10;0.007046907;;;
-7;-8.77E-10;9.311088;-10;-5.23E-05;9.311088;;;-7;5.23E-05;8.77E-10;0.007230754;;;
-7.50001;-9.80E-10;9.460945;-10;-5.48E-05;9.460945;;;-7.50001;5.48E-05;9.80E-10;0.007399378;;;
-8;-1.11E-09;9.611408;-10;-5.70E-05;9.611408;;;-8;5.70E-05;1.11E-09;0.007550272;;;
-8.5;-1.27E-09;9.761236;-10;-5.90E-05;9.761236;;;-8.5;5.90E-05;1.27E-09;0.007682552;;;
-9.00001;-1.41E-09;9.921256;-10;-6.08E-05;9.921256;;;-9.00001;6.08E-05;1.41E-09;0.007796884;;;
-9.50001;-1.58E-09;10.071055;-10;-6.23E-05;10.071055;;;-9.50001;0.000062322;1.58E-09;0.007894428;;;
-10.00001;-1.75E-09;10.220786;-10;-6.37E-05;10.220786;;;-10.00001;6.37E-05;1.75E-09;0.007980019;;;
-10.50001;-1.92E-09;10.395056;-10;-6.48E-05;10.395056;;;-10.50001;6.48E-05;1.92E-09;0.008052832;;;
-11.00001;-2.14E-09;10.545019;-10;-6.59E-05;10.545019;;;-11.00001;6.59E-05;2.14E-09;0.008116354;;;
-11.50001;-2.36E-09;10.694911;-10;-6.68E-05;10.694911;;;-11.50001;6.68E-05;2.36E-09;0.008172068;;;
-12;-2.60E-09;10.844745;-10;-6.76E-05;10.844745;;;-12;6.76E-05;2.60E-09;0.008220955;;;
-12.50001;-2.79E-09;11.016538;-10;-6.83E-05;11.016538;;;-12.50001;6.83E-05;2.79E-09;0.008262439;;;
-13.00001;-3.04E-09;11.16635;-10;-6.89E-05;11.16635;;;-13.00001;6.89E-05;3.04E-09;0.008300428;;;
-13.50001;-3.27E-09;11.316262;-10;-6.94E-05;11.316262;;;-13.50001;6.94E-05;3.27E-09;0.008332641;;;
-14.00001;-3.52E-09;11.466119;-10;-6.99E-05;11.466119;;;-14.00001;6.99E-05;3.52E-09;0.008359731;;;
-14.5;-3.78E-09;11.616612;-10;-7.03E-05;11.616612;;;-14.5;7.03E-05;3.78E-09;0.008383245;;;
-15;-4.02E-09;11.766449;-10;-7.06E-05;11.766449;;;-15;7.06E-05;4.02E-09;0.008401791;;;
-15;-3.88E-09;11.89901;-10;-7.05E-05;11.89901;;;-15;7.05E-05;3.88E-09;0.008397428;;;
-14.50001;-3.42E-09;12.048904;-10;-7.00E-05;12.048904;;;-14.50001;7.00E-05;3.42E-09;0.008366044;;;
-14;-3.06E-09;12.198845;-10;-6.94E-05;12.198845;;;-14;6.94E-05;3.06E-09;0.008331951;;;
-13.50001;-2.74E-09;12.348957;-10;-6.88E-05;12.348957;;;-13.50001;6.88E-05;2.74E-09;0.008294486;;;
-13;-2.46E-09;12.520384;-10;-6.81E-05;12.520384;;;-13;0.000068102;2.46E-09;0.008252394;;;
-12.50001;-2.18E-09;12.670235;-10;-6.73E-05;12.670235;;;-12.50001;6.73E-05;2.18E-09;0.008205705;;;
-12.00001;-1.95E-09;12.820056;-10;-6.65E-05;12.820056;;;-12.00001;6.65E-05;1.95E-09;0.008153864;;;
-11.50001;-1.68E-09;12.969909;-10;-6.55E-05;12.969909;;;-11.50001;0.000065535;1.68E-09;0.008095369;;;
-11;-1.47E-09;13.120465;-10;-6.45E-05;13.120465;;;-11;6.45E-05;1.47E-09;0.008029427;;;
-10.50001;-1.27E-09;13.270348;-10;-6.33E-05;13.270348;;;-10.50001;6.33E-05;1.27E-09;0.007955671;;;
-10.00001;-1.09E-09;13.430667;-10;-6.20E-05;13.430667;;;-10.00001;6.20E-05;1.09E-09;0.007873354;;;
-9.50001;-8.85E-10;13.580545;-10;-6.05E-05;13.580545;;;-9.50001;6.05E-05;8.85E-10;0.007778991;;;
-9.00001;-7.27E-10;13.730423;-10;-5.89E-05;13.730423;;;-9.00001;5.89E-05;7.27E-10;0.007671499;;;
-8.5;-5.93E-10;13.904827;-10;-5.70E-05;13.904827;;;-8.5;5.70E-05;5.93E-10;0.007548126;;;
-8.00001;-4.67E-10;14.054772;-10;-5.49E-05;14.054772;;;-8.00001;5.49E-05;4.67E-10;0.007407334;;;
-7.50001;-3.37E-10;14.204642;-10;-5.25E-05;14.204642;;;-7.50001;5.25E-05;3.37E-10;0.007247441;;;
-7.00001;-2.13E-10;14.354748;-10;-5.00E-05;14.354748;;;-7.00001;5.00E-05;2.13E-10;0.007071266;;;
-6.5;-9.67E-11;14.525566;-10;-4.73E-05;14.525566;;;-6.5;4.73E-05;9.67E-11;0.006879651;;;
-6;5.59E-11;14.675413;-10;-4.46E-05;14.675413;;;-6;0.000044561;5.59E-11;0.006675403;;;
-5.5;1.80E-10;14.825268;-10;-4.17E-05;14.825268;;;-5.5;4.17E-05;1.80E-10;0.006459071;;;
-5;3.50E-10;14.975139;-10;-3.88E-05;14.975139;;;-5;3.88E-05;3.50E-10;0.006232407;;;
-4.50001;5.13E-10;15.125548;-10;-3.59E-05;15.125548;;;-4.50001;3.59E-05;5.13E-10;0.005994531;;;
-4.00001;6.71E-10;15.275371;-10;-3.30E-05;15.275371;;;-4.00001;3.30E-05;6.71E-10;0.00574599;;;
-3.50001;7.50E-10;15.435877;-10;-3.01E-05;15.435877;;;-3.50001;3.01E-05;7.50E-10;0.005487185;;;
-3.00001;8.74E-10;15.585801;-10;-2.72E-05;15.585801;;;-3.00001;2.72E-05;8.74E-10;0.005217816;;;
-2.5;9.46E-10;15.735788;-10;-2.44E-05;15.735788;;;-2.5;2.44E-05;9.46E-10;0.004936942;;;
-2.00001;8.97E-10;15.911074;-10;-2.16E-05;15.911074;;;-2.00001;2.16E-05;8.97E-10;0.004645062;;;
-1.50001;9.81E-10;16.061029;-10;-1.88E-05;16.061029;;;-1.50001;1.88E-05;9.81E-10;0.004340691;;;
-1.00001;9.92E-10;16.210834;-10;-1.62E-05;16.210834;;;-1.00001;1.62E-05;9.92E-10;0.004025121;;;
-0.5;9.66E-10;16.360908;-10;-1.37E-05;16.360908;;;-0.5;1.37E-05;9.66E-10;0.003696958;;;
-1.00E-05;9.18E-10;16.530686;-10;-1.13E-05;16.530686;;;-1.00E-05;1.13E-05;9.18E-10;0.003354952;;;
0.5;8.95E-10;16.680551;-10;-8.98E-06;16.680551;;;0.5;8.98E-06;8.95E-10;0.002997265;;;
1;8.63E-10;16.833278;-10;-6.93E-06;16.833278;;;1;6.93E-06;8.63E-10;0.002631621;;;
1.49999;8.44E-10;16.983171;-10;-5.18E-06;16.983171;;;1.49999;5.18E-06;8.44E-10;0.002275414;;;
1.99999;8.27E-10;17.133011;-10;-3.74E-06;17.133011;;;1.99999;3.74E-06;8.27E-10;0.001934968;;;
2.5;8.02E-10;17.282772;-10;-2.64E-06;17.282772;;;2.5;2.64E-06;8.02E-10;0.001623281;;;
2.99999;7.80E-10;17.442517;-10;-1.81E-06;17.442517;;;2.99999;1.81E-06;7.80E-10;0.001344411;;;
3.49999;8.05E-10;17.592321;-10;-1.19E-06;17.592321;;;3.49999;1.19E-06;8.05E-10;0.001093028;;;
4;8.87E-10;17.74486;-10;-7.59E-07;17.74486;;;4;7.59E-07;8.87E-10;0.000871148;;;
4.49999;9.53E-10;17.916891;-10;-4.63E-07;17.916891;;;4.49999;4.63E-07;9.53E-10;0.000680455;;;
4.99999;1.48E-09;18.066767;-10;-2.68E-07;18.066767;;;4.99999;2.68E-07;1.48E-09;0.00051801;;;
5.49999;1.89E-09;18.216535;-10;-1.48E-07;18.216535;;;5.49999;1.48E-07;1.89E-09;0.000384303;;;
6;1.75E-09;18.406148;-9.99999;-7.64E-08;18.406148;;;6;7.64E-08;1.75E-09;0.0002764;;;
6.5;2.05E-09;18.576218;-10;-3.64E-08;18.576218;;;6.5;3.64E-08;2.05E-09;0.000190795;;;
6.99999;2.12E-09;18.746263;-10.00001;-1.61E-08;18.746263;;;6.99999;1.61E-08;2.12E-09;0.00012674;;;
7.49999;1.87E-09;18.952431;-10;-6.57E-09;18.952431;;;7.49999;6.57E-09;1.87E-09;8.10E-05;;;
8;1.84E-09;19.128453;-10.00001;-2.68E-09;19.128453;;;8;2.68E-09;1.84E-09;5.18E-05;;;
8.49999;1.73E-09;19.304505;-10;-1.25E-09;19.304505;;;8.49999;1.25E-09;1.73E-09;3.54E-05;;;
8.99999;1.61E-09;19.480632;-10;-7.97E-10;19.480632;;;8.99999;7.97E-10;1.61E-09;2.82E-05;;;
9.49999;1.49E-09;19.656652;-10.00001;-6.62E-10;19.656652;;;9.49999;6.62E-10;1.49E-09;2.57E-05;;;
10;1.37E-09;19.832686;-10;-6.13E-10;19.832686;;;10;6.13E-10;1.37E-09;2.47E-05;;;
10.5;1.27E-09;20.009354;-10.00001;-5.81E-10;20.009354;;;10.5;5.81E-10;1.27E-09;2.41E-05;;;
11;1.18E-09;20.185385;-10.00001;-5.58E-10;20.185385;;;11;5.58E-10;1.18E-09;2.36E-05;;;
11.49999;1.10E-09;20.361573;-10;-5.38E-10;20.361573;;;11.49999;5.38E-10;1.10E-09;2.32E-05;;;
11.99999;1.03E-09;20.539518;-10.00001;-5.22E-10;20.539518;;;11.99999;5.22E-10;1.03E-09;2.29E-05;;;
12.49999;9.80E-10;20.715734;-10.00001;-5.10E-10;20.715734;;;12.49999;5.10E-10;9.80E-10;2.26E-05;;;
13;9.22E-10;20.913458;-10;-4.97E-10;20.913458;;;13;4.97E-10;9.22E-10;2.23E-05;;;
13.49999;8.85E-10;21.089502;-10;-4.87E-10;21.089502;;;13.49999;4.87E-10;8.85E-10;2.21E-05;;;
13.99999;8.50E-10;21.265472;-10.00001;-4.77E-10;21.265472;;;13.99999;4.77E-10;8.50E-10;2.18E-05;;;
14.5;8.11E-10;21.475326;-10.00001;-4.68E-10;21.475326;;;14.5;4.68E-10;8.11E-10;2.16E-05;;;
15;7.90E-10;21.651393;-10.00001;-4.63E-10;21.651393;;;15;4.63E-10;7.90E-10;2.15E-05;;;
15.49999;7.71E-10;21.82755;-10.00001;-4.60E-10;21.82755;;;15.49999;4.60E-10;7.71E-10;2.14E-05;;;
15.99999;7.53E-10;22.004065;-10;-4.55E-10;22.004065;;;15.99999;4.55E-10;7.53E-10;2.13E-05;;;
16.49999;7.32E-10;22.180171;-10;-4.48E-10;22.180171;;;16.49999;4.48E-10;7.32E-10;2.12E-05;;;
16.99999;7.21E-10;22.356343;-10;-4.47E-10;22.356343;;;16.99999;4.47E-10;7.21E-10;2.11E-05;;;
17.5;7.09E-10;22.532771;-10.00001;-4.43E-10;22.532771;;;17.5;4.43E-10;7.09E-10;2.10E-05;;;
18;6.94E-10;22.70884;-10.00001;-4.40E-10;22.70884;;;18;4.40E-10;6.94E-10;2.10E-05;;;
18.49999;6.86E-10;22.884811;-10;-4.36E-10;22.884811;;;18.49999;4.36E-10;6.86E-10;2.09E-05;;;
18.99999;6.72E-10;23.070674;-10;-4.33E-10;23.070674;;;18.99999;4.33E-10;6.72E-10;2.08E-05;;;
19.5;6.58E-10;23.246726;-10;-4.27E-10;23.246726;;;19.5;4.27E-10;6.58E-10;2.07E-05;;;
19.99999;6.51E-10;23.456456;-10;-4.26E-10;23.456456;;;19.99999;4.26E-10;6.51E-10;2.06E-05;;;
