#scan;iMeasureCycle=1;iMux=0;time=0.138;N=142;LocalTime=21/12/2023 11:29:16;;;;;;;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;VGate (V);|IDrain|, |IGate| (A);|IGate| (A);|IDrain|^1/2 (A^1/2);;;IDS_off_avg
-1.5;-2.40E-09;7.161089;-10;-1.86E-05;7.161089;;;-1.5;1.86E-05;2.40E-09;0.004309315;;;
-2.00001;-3.53E-09;7.310954;-10;-2.10E-05;7.310954;;;-2.00001;2.10E-05;3.53E-09;0.004585117;;;
-2.50001;-4.61E-09;7.4814;-10;-2.35E-05;7.4814;;;-2.50001;2.35E-05;4.61E-09;0.004849794;;;
-3;-5.66E-09;7.631267;-10;-2.61E-05;7.631267;;;-3;2.61E-05;5.66E-09;0.005105957;;;
-3.50001;-6.60E-09;7.781124;-10;-2.86E-05;7.781124;;;-3.50001;2.86E-05;6.60E-09;0.005352523;;;
-4.00001;-7.57E-09;7.930961;-10;-3.12E-05;7.930961;;;-4.00001;3.12E-05;7.57E-09;0.005589311;;;
-4.50001;-8.56E-09;8.081553;-10;-3.38E-05;8.081553;;;-4.50001;3.38E-05;8.56E-09;0.005816623;;;
-5;-9.67E-09;8.225406;-10;-3.64E-05;8.225406;;;-5;3.64E-05;9.67E-09;0.006033912;;;
-5.5;-1.08E-08;8.385267;-10;-3.89E-05;8.385267;;;-5.5;3.89E-05;1.08E-08;0.006240705;;;
-6.00001;-1.20E-08;8.52916;-10;-4.14E-05;8.52916;;;-6.00001;4.14E-05;1.20E-08;0.006437593;;;
-6.5;-1.33E-08;8.673037;-10;-4.39E-05;8.673037;;;-6.5;4.39E-05;1.33E-08;0.006622968;;;
-7.00001;-1.47E-08;8.816862;-10;-4.62E-05;8.816862;;;-7.00001;4.62E-05;1.47E-08;0.006795984;;;
-7.5;-1.60E-08;8.979326;-10;-4.84E-05;8.979326;;;-7.5;4.84E-05;1.60E-08;0.006955509;;;
-8;-1.76E-08;9.123158;-10;-5.04E-05;9.123158;;;-8;5.04E-05;1.76E-08;0.00709888;;;
-8.5;-1.93E-08;9.267092;-10;-5.22E-05;9.267092;;;-8.5;0.00005222;1.93E-08;0.007226341;;;
-9;-2.12E-08;9.410955;-10;-5.38E-05;9.410955;;;-9;5.38E-05;2.12E-08;0.007336028;;;
-9.5;-2.32E-08;9.554853;-10;-5.52E-05;9.554853;;;-9.5;0.000055188;2.32E-08;0.007428863;;;
-10;-2.56E-08;9.698698;-10;-5.64E-05;9.698698;;;-10;5.64E-05;2.56E-08;0.007508409;;;
-10.5;-2.75E-08;9.867339;-10;-5.74E-05;9.867339;;;-10.5;5.74E-05;2.75E-08;0.007576074;;;
-11;-2.99E-08;10.011256;-10;-5.83E-05;10.011256;;;-11;5.83E-05;2.99E-08;0.007635326;;;
-11.5;-3.22E-08;10.155087;-10;-5.91E-05;10.155087;;;-11.5;5.91E-05;3.22E-08;0.007687665;;;
-12;-3.47E-08;10.298991;-10;-5.98E-05;10.298991;;;-12;5.98E-05;3.47E-08;0.00773269;;;
-12.49996;-8.71E-08;10.442879;-10;-6.04E-05;10.442879;;;-12.49996;0.000060385;8.71E-08;0.007770779;;;
-13;-9.69E-08;10.572471;-10;-6.09E-05;10.572471;;;-13;0.000060933;9.69E-08;0.007805959;;;
-13.5;-1.33E-07;10.701954;-10;-6.14E-05;10.701954;;;-13.5;6.14E-05;1.33E-07;0.007834871;;;
-14;-1.47E-07;10.83149;-10;-6.18E-05;10.83149;;;-14;0.000061775;1.47E-07;0.007859707;;;
-14.5;-1.73E-07;10.970888;-10;-6.21E-05;10.970888;;;-14.5;6.21E-05;1.73E-07;0.007880818;;;
-15;-1.90E-07;11.100362;-10;-6.24E-05;11.100362;;;-15;6.24E-05;1.90E-07;0.007898601;;;
-15;-1.94E-07;11.223856;-10;-6.23E-05;11.223856;;;-15;6.23E-05;1.94E-07;0.007893485;;;
-14.5;-1.66E-07;11.378286;-10;-6.19E-05;11.378286;;;-14.5;6.19E-05;1.66E-07;0.007865774;;;
-14;-1.47E-07;11.507789;-10;-6.14E-05;11.507789;;;-14;6.14E-05;1.47E-07;0.007835056;;;
-13.5;-1.77E-07;11.637241;-10;-6.08E-05;11.637241;;;-13.5;6.08E-05;1.77E-07;0.007799032;;;
-13;-1.40E-07;11.766656;-10;-6.03E-05;11.766656;;;-13;0.000060254;1.40E-07;0.007762345;;;
-12.5;-1.45E-07;11.896111;-10;-5.96E-05;11.896111;;;-12.5;5.96E-05;1.45E-07;0.007718724;;;
-12;-1.52E-07;12.02562;-10;-5.88E-05;12.02562;;;-12;5.88E-05;1.52E-07;0.007670372;;;
-11.5;-1.32E-07;12.155076;-10;-5.80E-05;12.155076;;;-11.5;5.80E-05;1.32E-07;0.007616869;;;
-11;-1.26E-07;12.284508;-10;-5.71E-05;12.284508;;;-11;5.71E-05;1.26E-07;0.007556203;;;
-10.5;-1.16E-07;12.414113;-10;-5.61E-05;12.414113;;;-10.5;5.61E-05;1.16E-07;0.007488197;;;
-10;-1.06E-07;12.543551;-10;-5.49E-05;12.543551;;;-10;0.000054926;1.06E-07;0.007411208;;;
-9.5;-9.44E-08;12.673175;-10;-5.36E-05;12.673175;;;-9.5;5.36E-05;9.44E-08;0.007322609;;;
-9.00002;-8.42E-08;12.819515;-10;-5.21E-05;12.819515;;;-9.00002;5.21E-05;8.42E-08;0.007221087;;;
-8.5;-7.58E-08;12.963398;-10;-5.05E-05;12.963398;;;-8.5;5.05E-05;7.58E-08;0.007104027;;;
-8;-6.65E-08;13.107271;-10;-4.86E-05;13.107271;;;-8;4.86E-05;6.65E-08;0.006968386;;;
-7.5;-5.82E-08;13.2511;-10;-4.65E-05;13.2511;;;-7.5;4.65E-05;5.82E-08;0.006816128;;;
-7;-5.08E-08;13.399202;-10;-4.42E-05;13.399202;;;-7;4.42E-05;5.08E-08;0.006648496;;;
-6.49999;-4.33E-08;13.543096;-10;-4.18E-05;13.543096;;;-6.49999;4.18E-05;4.33E-08;0.006467403;;;
-5.99999;-3.66E-08;13.686998;-10;-3.94E-05;13.686998;;;-5.99999;3.94E-05;3.66E-08;0.006275014;;;
-5.49999;-3.00E-08;13.830934;-10;-3.69E-05;13.830934;;;-5.49999;3.69E-05;3.00E-08;0.006071713;;;
-5;-2.36E-08;13.992519;-10;-3.43E-05;13.992519;;;-5;3.43E-05;2.36E-08;0.005858336;;;
-4.50001;-1.77E-08;14.136357;-10;-3.18E-05;14.136357;;;-4.50001;3.18E-05;1.77E-08;0.005634865;;;
-3.99999;-1.23E-08;14.2802;-10;-2.92E-05;14.2802;;;-3.99999;2.92E-05;1.23E-08;0.005402083;;;
-3.50001;-6.58E-09;14.430186;-10;-2.66E-05;14.430186;;;-3.50001;2.66E-05;6.58E-09;0.005159399;;;
-3.00001;-1.46E-09;14.580025;-10;-2.41E-05;14.580025;;;-3.00001;2.41E-05;1.46E-09;0.00490728;;;
-2.50001;3.40E-09;14.72987;-10;-2.16E-05;14.72987;;;-2.50001;2.16E-05;3.40E-09;0.00464588;;;
-2;7.79E-09;14.908546;-10;-1.91E-05;14.908546;;;-2;0.000019143;7.79E-09;0.004375271;;;
-1.50001;1.22E-08;15.052434;-10;-1.68E-05;15.052434;;;-1.50001;1.68E-05;1.22E-08;0.004093959;;;
-1.00001;1.64E-08;15.196324;-10;-1.45E-05;15.196324;;;-1.00001;1.45E-05;1.64E-08;0.0038015;;;
-0.50001;2.02E-08;15.34022;-10;-1.22E-05;15.34022;;;-0.50001;1.22E-05;2.02E-08;0.003497542;;;
-1.00E-05;2.38E-08;15.496199;-10;-1.01E-05;15.496199;;;-1.00E-05;1.01E-05;2.38E-08;0.003181446;;;
0.49999;2.70E-08;15.642753;-10;-8.13E-06;15.642753;;;0.49999;8.13E-06;2.70E-08;0.002851694;;;
0.99999;2.97E-08;15.786563;-10;-6.36E-06;15.786563;;;0.99999;6.36E-06;2.97E-08;0.002521722;;;
1.49999;3.19E-08;15.930433;-10;-4.85E-06;15.930433;;;1.49999;4.85E-06;3.19E-08;0.002203077;;;
1.99999;3.34E-08;16.074293;-10;-3.60E-06;16.074293;;;1.99999;3.60E-06;3.34E-08;0.00189729;;;
2.49999;3.47E-08;16.218168;-10;-2.60E-06;16.218168;;;2.49999;2.60E-06;3.47E-08;0.001612309;;;
2.99999;3.52E-08;16.394683;-10;-1.84E-06;16.394683;;;2.99999;1.84E-06;3.52E-08;0.001356201;;;
3.49999;3.59E-08;16.538594;-10;-1.27E-06;16.538594;;;3.49999;1.27E-06;3.59E-08;0.001128574;;;
3.99999;3.63E-08;16.685265;-10;-8.66E-07;16.685265;;;3.99999;8.66E-07;3.63E-08;0.000930338;;;
4.49999;3.67E-08;16.829068;-10;-5.74E-07;16.829068;;;4.49999;5.74E-07;3.67E-08;0.000757861;;;
4.99999;3.72E-08;16.972885;-10;-3.72E-07;16.972885;;;4.99999;3.72E-07;3.72E-08;0.000609794;;;
5.49999;3.76E-08;17.116828;-10;-2.36E-07;17.116828;;;5.49999;2.36E-07;3.76E-08;0.000485942;;;
5.99999;3.79E-08;17.260689;-10;-1.47E-07;17.260689;;;5.99999;1.47E-07;3.79E-08;0.000382962;;;
6.49999;3.80E-08;17.410348;-10;-9.09E-08;17.410348;;;6.49999;9.09E-08;3.80E-08;0.000301496;;;
6.99999;3.77E-08;17.571562;-10.00001;-5.83E-08;17.571562;;;6.99999;5.83E-08;3.77E-08;0.000241472;;;
7.49999;3.77E-08;17.735687;-10;-3.97E-08;17.735687;;;7.49999;3.97E-08;3.77E-08;0.000199136;;;
7.99999;3.72E-08;17.913095;-10;-2.92E-08;17.913095;;;7.99999;2.92E-08;3.72E-08;0.00017083;;;
8.49999;3.74E-08;18.056942;-10;-2.37E-08;18.056942;;;8.49999;2.37E-08;3.74E-08;0.000153826;;;
8.99999;3.72E-08;18.200699;-10;-2.08E-08;18.200699;;;8.99999;2.08E-08;3.72E-08;0.000144388;;;
9.49999;3.70E-08;18.344607;-10;-1.94E-08;18.344607;;;9.49999;1.94E-08;3.70E-08;0.000139417;;;
9.99999;3.67E-08;18.503782;-10;-1.88E-08;18.503782;;;9.99999;1.88E-08;3.67E-08;0.000137027;;;
10.49999;3.64E-08;18.647625;-10;-1.83E-08;18.647625;;;10.49999;1.83E-08;3.64E-08;0.000135246;;;
10.99999;3.62E-08;18.791544;-10;-1.80E-08;18.791544;;;10.99999;1.80E-08;3.62E-08;0.000134019;;;
11.49999;3.60E-08;18.935472;-10;-1.77E-08;18.935472;;;11.49999;1.77E-08;3.60E-08;0.000133197;;;
11.99999;3.58E-08;19.079319;-10;-1.76E-08;19.079319;;;11.99999;1.76E-08;3.58E-08;0.000132764;;;
12.49999;3.56E-08;19.223094;-10;-1.75E-08;19.223094;;;12.49999;1.75E-08;3.56E-08;0.00013221;;;
12.99999;3.53E-08;19.392299;-10;-1.73E-08;19.392299;;;12.99999;1.73E-08;3.53E-08;0.000131544;;;
13.49999;3.52E-08;19.536193;-10;-1.73E-08;19.536193;;;13.49999;1.73E-08;3.52E-08;0.000131369;;;
13.99999;3.50E-08;19.680088;-10;-1.71E-08;19.680088;;;13.99999;1.71E-08;3.50E-08;0.000130832;;;
14.49999;3.49E-08;19.824014;-10;-1.71E-08;19.824014;;;14.49999;1.71E-08;3.49E-08;0.000130655;;;
14.99999;3.49E-08;19.967943;-10;-1.70E-08;19.967943;;;14.99999;1.70E-08;3.49E-08;0.000130489;;;
15.49999;3.47E-08;20.111843;-10;-1.69E-08;20.111843;;;15.49999;1.69E-08;3.47E-08;0.000130162;;;
15.99999;3.46E-08;20.255601;-10;-1.68E-08;20.255601;;;15.99999;1.68E-08;3.46E-08;0.000129754;;;
16.49999;3.44E-08;20.41675;-10;-1.68E-08;20.41675;;;16.49999;1.68E-08;3.44E-08;0.000129469;;;
16.99999;3.44E-08;20.56062;-10;-1.67E-08;20.56062;;;16.99999;1.67E-08;3.44E-08;0.000129295;;;
17.49999;3.44E-08;20.704499;-10;-1.67E-08;20.704499;;;17.49999;1.67E-08;3.44E-08;0.000129166;;;
17.99999;3.42E-08;20.848328;-10;-1.66E-08;20.848328;;;17.99999;1.66E-08;3.42E-08;0.000128836;;;
18.49999;3.41E-08;21.010112;-10;-1.65E-08;21.010112;;;18.49999;1.65E-08;3.41E-08;0.000128634;;;
18.99999;3.39E-08;21.153936;-10;-1.64E-08;21.153936;;;18.99999;1.64E-08;3.39E-08;0.000128249;;;
19.49999;3.39E-08;21.297764;-10;-1.64E-08;21.297764;;;19.49999;1.64E-08;3.39E-08;0.000128136;;;
19.99999;3.40E-08;21.44159;-10;-1.64E-08;21.44159;;;19.99999;1.64E-08;3.40E-08;0.000128176;;;
