#scan;iMeasureCycle=1;iMux=0;time=0.146;N=482;LocalTime=31/10/2023 12:19:24;;;;;;|IDrain|, |IGate| (A);;;ON/OFF;;IDrain_max;1.70E-06
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;Idrain^1/2 (^1/2);;;;;;;;IDrain_off_avg;4.27E-10
34.9999;8.66E-10;32.457606;1;6.94E-07;32.457606;;;0.000833067;;;0.000000694;8.66E-10;;;;;
35.4999;9.24E-10;32.607902;1;7.10E-07;32.607902;;;0.000842615;;;0.00000071;9.24E-10;;;;;
36;9.33E-10;32.757933;1;7.32E-07;32.757933;;;0.00085557;;;0.000000732;9.33E-10;;;;;
36.4999;9.47E-10;32.908095;0.999999;7.52E-07;32.908095;;;0.000867179;;;0.000000752;9.47E-10;;;;;
36.9999;9.46E-10;33.073003;1;7.66E-07;33.073003;;;0.000875214;;;0.000000766;9.46E-10;;;;;
37.5;9.65E-10;33.223007;0.999999;7.82E-07;33.223007;;;0.000884308;;;0.000000782;9.65E-10;;;;;
38;9.79E-10;33.373156;1;7.93E-07;33.373156;;;0.000890505;;;0.000000793;9.79E-10;;;;;
38.5;9.95E-10;33.523315;0.999999;8.18E-07;33.523315;;;0.000904434;;;0.000000818;9.95E-10;;;;;
38.9999;9.86E-10;33.673877;1;8.26E-07;33.673877;;;0.000908845;;;0.000000826;9.86E-10;;;;;
39.4999;9.90E-10;33.823919;0.999999;8.41E-07;33.823919;;;0.000917061;;;0.000000841;9.90E-10;;;;;
40;9.68E-10;33.987863;1.000001;8.56E-07;33.987863;;;0.000925203;;;0.000000856;9.68E-10;;;;;
40.4999;1.01E-09;34.138138;0.999999;8.80E-07;34.138138;;;0.000938083;;;0.00000088;1.01E-09;;;;;
40.9999;1.01E-09;34.288318;1;8.96E-07;34.288318;;;0.000946573;;;0.000000896;1.01E-09;;;;;
41.5;9.48E-10;34.472155;1.000001;9.09E-07;34.472155;;;0.000953415;;;0.000000909;9.48E-10;;;;;
42;1.01E-09;34.62241;1.000001;9.32E-07;34.62241;;;0.000965401;;;0.000000932;1.01E-09;;;;;
42.5;1.03E-09;34.772533;1;9.40E-07;34.772533;;;0.000969536;;;0.00000094;1.03E-09;;;;;
42.9999;1.04E-09;34.922788;0.999999;9.65E-07;34.922788;;;0.000982344;;;0.000000965;1.04E-09;;;;;
43.5;1.05E-09;35.078344;0.999999;9.91E-07;35.078344;;;0.00099549;;;0.000000991;1.05E-09;;;;;
44;1.05E-09;35.228531;1.000001;1.01E-06;35.228531;;;0.001004988;;;0.00000101;1.05E-09;;;;;
44.4999;1.05E-09;35.382111;1;1.02E-06;35.382111;;;0.00100995;;;0.00000102;1.05E-09;;;;;
45;1.05E-09;35.532402;0.999999;1.04E-06;35.532402;;;0.001019804;;;0.00000104;1.05E-09;;;;;
45.5;1.06E-09;35.682719;1;1.05E-06;35.682719;;;0.001024695;;;0.00000105;1.06E-09;;;;;
46;1.07E-09;35.83317;1;1.07E-06;35.83317;;;0.001034408;;;0.00000107;1.07E-09;;;;;
46.4999;1.06E-09;35.989697;1;1.10E-06;35.989697;;;0.001048809;;;0.0000011;1.06E-09;;;;;
47;1.09E-09;36.140238;1;1.12E-06;36.140238;;;0.001058301;;;0.00000112;1.09E-09;;;;;
47.5;1.09E-09;36.290513;1;1.13E-06;36.290513;;;0.001063015;;;0.00000113;1.09E-09;;;;;
48;1.05E-09;36.464258;1;1.17E-06;36.464258;;;0.001081665;;;0.00000117;1.05E-09;;;;;
