#scan;iMeasureCycle=1;iMux=0;time=0.142;N=482;LocalTime=27/10/2023 11:37:02;;;
#VGate(V);IGate(A);time(s);VDrain(V);IDrain(A);time(s);;;Idrain^1/2 (A^1/2)
-28.5001;-7.32E-10;11.681108;0.999999;-2.57E-12;11.681108;;;0
-28.0001;-6.99E-10;11.857319;1;-3.02E-12;11.857319;;;0
-27.5001;-6.68E-10;12.041419;0.999999;-3.93E-12;12.041419;;;0
-27;-6.41E-10;12.217605;0.999999;-4.90E-13;12.217605;;;0
-26.5001;-6.18E-10;12.425187;1;-3.81E-12;12.425187;;;0
-26;-5.86E-10;12.601419;1;-1.91E-12;12.601419;;;0
-25.5;-5.54E-10;12.777631;0.999999;-3.32E-12;12.777631;;;0
-25;-5.24E-10;12.953875;0.999999;-8.80E-13;12.953875;;;0
-24.5;-4.97E-10;13.130308;0.999999;-2.60E-13;13.130308;;;0
-24;-4.66E-10;13.306546;1;-1.19E-12;13.306546;;;0
-23.5;-4.35E-10;13.482862;1.000001;-1.34E-12;13.482862;;;0
-23;-4.05E-10;13.659283;1;-1.60E-12;13.659283;;;0
-22.5;-3.84E-10;13.835587;0.999999;-1.30E-13;13.835587;;;0
-22;-3.47E-10;14.014133;1;-4.29E-12;14.014133;;;0
-21.5;-3.22E-10;14.190408;0.999999;-2.33E-12;14.190408;;;0
-21;-2.99E-10;14.366528;0.999999;-4.60E-13;14.366528;;;0
-20.5001;-2.63E-10;14.548454;0.999999;-5.13E-12;14.548454;;;0
-20.0001;-2.38E-10;14.724481;0.999999;-1.99E-12;14.724481;;;0
-19.5;-2.18E-10;14.927856;1;-4.88E-12;14.927856;;;0
-19.0001;-1.92E-10;15.104031;1.000001;-2.36E-12;15.104031;;;0
-18.5001;-1.64E-10;15.280156;0.999999;-2.61E-12;15.280156;;;0
-18.0001;-1.37E-10;15.457775;0.999999;-3.66E-12;15.457775;;;0
-17.5;-1.18E-10;15.633972;0.999999;-1.63E-12;15.633972;;;0
-17.0001;-8.90E-11;15.810152;1;-3.46E-12;15.810152;;;0
-16.5;-6.33E-11;15.986361;1;-4.53E-12;15.986361;;;0
-16;-4.01E-11;16.162539;0.999999;-3.86E-12;16.162539;;;0
-15.5;-1.93E-11;16.338758;1;-3.64E-12;16.338758;;;0
-15;4.94E-12;16.514957;0.999999;-3.96E-12;16.514957;;;0
-14.5001;2.63E-11;16.6912;1;-3.99E-12;16.6912;;;0
-14;3.74E-11;16.867243;0.999999;1.36E-12;16.867243;;;1.16619E-06
-13.5001;6.64E-11;17.055584;1;-3.06E-12;17.055584;;;0
-13.0001;8.84E-11;17.231566;0.999999;-3.14E-12;17.231566;;;0
-12.5001;9.31E-11;17.435624;1.000001;-2.05E-12;17.435624;;;0
-12.0001;1.24E-10;17.611785;1;-3.09E-12;17.611785;;;0
-11.5001;1.49E-10;17.787939;0.999999;-3.77E-12;17.787939;;;0
-11.0001;1.69E-10;17.964964;0.999999;-2.64E-12;17.964964;;;0
-10.5001;1.89E-10;18.141234;0.999999;-2.48E-12;18.141234;;;0
-10.0001;2.14E-10;18.317266;0.999999;-4.83E-12;18.317266;;;0
-9.5;2.24E-10;18.493503;0.999999;-2.67E-12;18.493503;;;0
-9.0001;2.46E-10;18.669752;1;-3.94E-12;18.669752;;;0
-8.5;2.61E-10;18.845782;0.999999;-1.99E-12;18.845782;;;0
-8;2.84E-10;19.022083;1;-3.67E-12;19.022083;;;0
-7.5001;2.97E-10;19.198138;1;-1.81E-12;19.198138;;;0
-7;3.20E-10;19.374294;0.999999;-4.10E-12;19.374294;;;0
-6.5001;3.41E-10;19.562764;0.999999;-5.14E-12;19.562764;;;0
-6.0001;3.49E-10;19.738926;0.999999;-1.86E-12;19.738926;;;0
-5.5;3.59E-10;19.94248;1;-2.86E-12;19.94248;;;0
-5.0001;3.87E-10;20.118536;1;-3.86E-12;20.118536;;;0
-4.5001;4.07E-10;20.294666;0.999999;-3.49E-12;20.294666;;;0
-4;4.26E-10;20.472395;1;-3.59E-12;20.472395;;;0
-3.5;4.39E-10;20.648479;0.999999;-2.15E-12;20.648479;;;0
-3;4.63E-10;20.824657;0.999999;-3.60E-12;20.824657;;;0
-2.5;4.78E-10;21.000814;1;-1.05E-12;21.000814;;;0
-2.0001;5.06E-10;21.176949;0.999999;-3.74E-12;21.176949;;;0
-1.5001;5.28E-10;21.3531;0.999999;-4.85E-12;21.3531;;;0
-1.0001;5.40E-10;21.529269;1.000001;-1.70E-12;21.529269;;;0
-0.5;5.61E-10;21.705475;0.999999;-3.39E-12;21.705475;;;0
0;5.77E-10;21.881411;0.999999;-2.86E-12;21.881411;;;0
0.4999;5.91E-10;22.069924;0.999999;-1.01E-12;22.069924;;;0
0.9999;6.13E-10;22.245943;0.999999;-2.90E-12;22.245943;;;0
1.4999;6.23E-10;22.449922;0.999999;-4.57E-12;22.449922;;;0
2;6.41E-10;22.626117;0.999999;-1.30E-12;22.626117;;;0
2.5;6.73E-10;22.802155;0.999999;-4.58E-12;22.802155;;;0
3;6.92E-10;22.979948;1;-4.68E-12;22.979948;;;0
3.5;7.26E-10;23.156096;1;-6.57E-12;23.156096;;;0
4;7.39E-10;23.332222;1;-2.98E-12;23.332222;;;0
4.4999;7.62E-10;23.508449;1;-2.53E-12;23.508449;;;0
4.9999;7.82E-10;23.684658;1;-2.13E-12;23.684658;;;0
5.4999;8.11E-10;23.860778;0.999999;-4.12E-12;23.860778;;;0
5.9999;8.31E-10;24.036978;0.999999;-2.64E-12;24.036978;;;0
6.4999;8.56E-10;24.213047;1.000001;-4.75E-12;24.213047;;;0
7;8.76E-10;24.389212;0.999999;-3.57E-12;24.389212;;;0
7.4999;8.88E-10;24.577124;0.999999;6.40E-13;24.577124;;;0.0000008
8;9.21E-10;24.753304;0.999999;-3.60E-12;24.753304;;;0
8.5;9.22E-10;24.957467;0.999999;-4.30E-13;24.957467;;;0
9;9.52E-10;25.133549;0.999999;-2.06E-12;25.133549;;;0
9.4999;9.88E-10;25.309731;0.999999;-5.36E-12;25.309731;;;0
9.9999;1.00E-09;25.487407;1;-1.69E-12;25.487407;;;0
10.4999;1.03E-09;25.6635;0.999999;-4.27E-12;25.6635;;;0
11;1.05E-09;25.839627;0.999999;-3.43E-12;25.839627;;;0
11.5;1.08E-09;26.015759;0.999999;-5.29E-12;26.015759;;;0
12;1.09E-09;26.19189;0.999999;-5.40E-13;26.19189;;;0
12.5;1.12E-09;26.368288;1;-2.91E-12;26.368288;;;0
13;1.15E-09;26.544399;0.999999;-5.08E-12;26.544399;;;0
13.4999;1.16E-09;26.720668;0.999999;-2.44E-12;26.720668;;;0
14;1.18E-09;26.896714;0.999999;-2.22E-12;26.896714;;;0
14.5;1.21E-09;27.08442;1;-4.58E-12;27.08442;;;0
14.9999;1.24E-09;27.260426;0.999999;-4.54E-12;27.260426;;;0
15.5;1.24E-09;27.464651;0.999999;-2.41E-12;27.464651;;;0
15.9999;1.28E-09;27.640696;1;-7.31E-12;27.640696;;;0
16.4999;1.29E-09;27.816733;0.999999;-3.83E-12;27.816733;;;0
17;1.32E-09;27.994363;0.999999;-2.92E-12;27.994363;;;0
17.4999;1.34E-09;28.170513;0.999999;-1.45E-12;28.170513;;;0
17.9999;1.36E-09;28.346676;0.999999;-3.24E-12;28.346676;;;0
18.5;1.38E-09;28.522853;0.999999;-5.10E-12;28.522853;;;0
19;1.41E-09;28.699059;0.999999;-4.71E-12;28.699059;;;0
19.5;1.43E-09;28.875091;1;-3.27E-12;28.875091;;;0
20;1.45E-09;29.051388;0.999999;-1.97E-12;29.051388;;;0
20.4999;1.47E-09;29.227479;0.999999;-3.27E-12;29.227479;;;0
20.9999;1.50E-09;29.403685;0.999999;-4.99E-12;29.403685;;;0
21.4999;1.51E-09;29.591896;0.999999;-2.17E-12;29.591896;;;0
22;1.54E-09;29.76812;1;-5.43E-12;29.76812;;;0
22.4999;1.55E-09;29.976184;1;-4.49E-12;29.976184;;;0
22.9999;1.58E-09;30.152375;1;-4.27E-12;30.152375;;;0
23.5;1.59E-09;30.328588;1;-1.38E-12;30.328588;;;0
23.9999;1.62E-09;30.50487;1.000001;-3.33E-12;30.50487;;;0
24.4999;1.64E-09;30.681179;0.999999;-4.13E-12;30.681179;;;0
24.9999;1.67E-09;30.857428;0.999999;-4.74E-12;30.857428;;;0
25.4999;1.69E-09;31.033767;0.999999;-2.68E-12;31.033767;;;0
25.9999;1.71E-09;31.210216;1;-4.91E-12;31.210216;;;0
26.4999;1.73E-09;31.386482;1;-3.73E-12;31.386482;;;0
27;1.76E-09;31.564477;0.999999;-5.62E-12;31.564477;;;0
27.4999;1.78E-09;31.740857;0.999999;-3.44E-12;31.740857;;;0
27.9999;1.79E-09;31.917175;0.999999;-1.73E-12;31.917175;;;0
28.5;1.81E-09;32.113792;0.999999;-1.53E-12;32.113792;;;0
29;1.83E-09;32.290069;0.999999;-2.90E-12;32.290069;;;0
29.5;1.84E-09;32.496972;1;-3.98E-12;32.496972;;;0
29.9999;1.87E-09;32.673209;0.999999;-3.18E-12;32.673209;;;0
30.5;1.90E-09;32.84969;0.999999;-4.59E-12;32.84969;;;0
31;1.92E-09;33.025975;0.999999;-1.59E-12;33.025975;;;0
31.5;1.95E-09;33.202283;1;-5.35E-12;33.202283;;;0
31.9999;1.97E-09;33.378716;0.999999;-6.18E-12;33.378716;;;0
32.4999;1.99E-09;33.555075;0.999999;-5.18E-12;33.555075;;;0
32.9999;2.01E-09;33.73154;1;-4.35E-12;33.73154;;;0
33.5;2.03E-09;33.90778;0.999999;-2.27E-12;33.90778;;;0
34;2.04E-09;34.104998;0.999999;-1.20E-12;34.104998;;;0
34.4999;2.07E-09;34.281243;1;-5.03E-12;34.281243;;;0
34.9999;2.07E-09;34.48945;0.999999;-3.94E-12;34.48945;;;0
35.5;2.11E-09;34.665889;1.000001;-4.08E-12;34.665889;;;0
36;2.14E-09;34.842167;1;-7.35E-12;34.842167;;;0
36.5;2.16E-09;35.018526;0.999999;-6.51E-12;35.018526;;;0
37;2.18E-09;35.194929;0.999999;-4.46E-12;35.194929;;;0
37.4999;2.21E-09;35.371228;0.999999;-7.82E-12;35.371228;;;0
38;2.23E-09;35.547568;1;-5.71E-12;35.547568;;;0
38.5;2.25E-09;35.724171;0.999999;-5.94E-12;35.724171;;;0
39;2.27E-09;35.900441;1;-5.50E-12;35.900441;;;0
39.5;2.30E-09;36.078546;0.999999;-6.90E-12;36.078546;;;0
40;2.32E-09;36.25504;1;-6.07E-12;36.25504;;;0
40.5001;2.33E-09;36.45586;0.999999;-6.38E-12;36.45586;;;0
41;2.35E-09;36.632383;1;-5.63E-12;36.632383;;;0
41.5;2.37E-09;36.81312;1;-4.24E-12;36.81312;;;0
41.9999;2.38E-09;37.020949;0.999999;-5.73E-12;37.020949;;;0
42.5;2.41E-09;37.197684;0.999999;-4.83E-12;37.197684;;;0
43;2.43E-09;37.374158;1;-6.53E-12;37.374158;;;0
43.5;2.45E-09;37.550637;0.999999;-2.07E-12;37.550637;;;0
44;2.48E-09;37.727212;0.999999;-4.73E-12;37.727212;;;0
44.5;2.50E-09;37.903699;0.999999;-6.25E-12;37.903699;;;0
44.9999;2.52E-09;38.08044;1;-3.59E-12;38.08044;;;0
45.4999;2.54E-09;38.256976;1;-5.49E-12;38.256976;;;0
46;2.56E-09;38.433448;1;-5.79E-12;38.433448;;;0
46.5;2.58E-09;38.618345;0.999999;-3.32E-12;38.618345;;;0
46.9999;2.60E-09;38.79484;0.999999;-4.03E-12;38.79484;;;0
47.4999;2.61E-09;39.002996;1;-4.67E-12;39.002996;;;0
48;2.65E-09;39.179617;0.999999;-7.91E-12;39.179617;;;0
48.5;2.66E-09;39.35604;0.999999;-4.15E-12;39.35604;;;0
48.9999;2.68E-09;39.532625;0.999999;-5.82E-12;39.532625;;;0
49.4999;2.71E-09;39.709121;0.999999;-5.74E-12;39.709121;;;0
50;2.73E-09;39.885612;1;-6.03E-12;39.885612;;;0
50.5;2.75E-09;40.06241;1.000001;-7.03E-12;40.06241;;;0
50.9999;2.77E-09;40.238942;0.999999;-7.50E-12;40.238942;;;0
51.4999;2.79E-09;40.415602;0.999999;-5.76E-12;40.415602;;;0
51.9999;2.82E-09;40.593842;1;-7.81E-12;40.593842;;;0
52.5;2.83E-09;40.770423;0.999999;-4.61E-12;40.770423;;;0
52.9999;2.84E-09;40.97099;0.999999;-3.16E-12;40.97099;;;0
53.4999;2.87E-09;41.147644;1;-6.19E-12;41.147644;;;0
53.9999;2.88E-09;41.324206;0.999999;-3.56E-12;41.324206;;;0
54.4999;2.89E-09;41.533214;1.000001;-5.95E-12;41.533214;;;0
55;2.93E-09;41.709772;0.999999;-7.42E-12;41.709772;;;0
55.5;2.96E-09;41.886321;0.999999;-9.50E-12;41.886321;;;0
55.9999;2.98E-09;42.062925;1;-8.04E-12;42.062925;;;0
56.4999;2.99E-09;42.239706;0.999999;-6.99E-12;42.239706;;;0
56.9999;3.03E-09;42.416417;0.999999;-9.31E-12;42.416417;;;0
57.4999;3.05E-09;42.593161;1;-8.81E-12;42.593161;;;0
58;3.06E-09;42.769927;1;-7.80E-12;42.769927;;;0
58.5;3.09E-09;42.946435;0.999999;-9.11E-12;42.946435;;;0
59;3.11E-09;43.133618;0.999999;-9.74E-12;43.133618;;;0
59.4999;3.13E-09;43.310207;1;-1.10E-11;43.310207;;;0
59.9999;3.13E-09;43.517906;1;-9.91E-12;43.517906;;;0
59.9999;3.08E-09;43.63914;1;-9.71E-12;43.63914;;;0
59.4999;2.93E-09;43.816023;0.999999;-8.63E-12;43.816023;;;0
59;2.83E-09;44.017783;0.999999;-9.69E-12;44.017783;;;0
58.5;2.74E-09;44.194328;0.999999;-7.88E-12;44.194328;;;0
58;2.65E-09;44.371;0.999999;-6.31E-12;44.371;;;0
57.5;2.56E-09;44.547519;1;-8.63E-12;44.547519;;;0
56.9999;2.49E-09;44.724025;1;-9.06E-12;44.724025;;;0
56.5;2.43E-09;44.900678;0.999999;-7.23E-12;44.900678;;;0
55.9999;2.37E-09;45.077265;1;-8.05E-12;45.077265;;;0
55.5;2.31E-09;45.25388;1;-7.18E-12;45.25388;;;0
55;2.25E-09;45.430476;1;-5.44E-12;45.430476;;;0
54.4999;2.20E-09;45.609098;1;-7.40E-12;45.609098;;;0
53.9999;2.16E-09;45.785846;0.999999;-7.72E-12;45.785846;;;0
53.4999;2.12E-09;45.986316;1;-9.10E-12;45.986316;;;0
52.9999;2.06E-09;46.163006;0.999999;-5.99E-12;46.163006;;;0
52.4999;2.01E-09;46.339768;0.999999;-5.36E-12;46.339768;;;0
52;1.97E-09;46.548919;1;-3.20E-12;46.548919;;;0
51.4999;1.93E-09;46.725553;0.999999;-4.84E-12;46.725553;;;0
51;1.88E-09;46.902282;1;-6.10E-12;46.902282;;;0
50.5;1.84E-09;47.078848;1;-3.83E-12;47.078848;;;0
50;1.79E-09;47.255364;0.999999;-3.74E-12;47.255364;;;0
49.5;1.75E-09;47.431973;1;-2.91E-12;47.431973;;;0
48.9999;1.72E-09;47.608531;1.000001;-5.14E-12;47.608531;;;0
48.4999;1.68E-09;47.785177;0.999999;-3.11E-12;47.785177;;;0
48;1.64E-09;47.96163;1;-3.65E-12;47.96163;;;0
47.5;1.60E-09;48.148546;0.999999;-3.96E-12;48.148546;;;0
46.9999;1.57E-09;48.325019;0.999999;-3.68E-12;48.325019;;;0
46.5;1.55E-09;48.533372;1.000001;-4.86E-12;48.533372;;;0
45.9999;1.51E-09;48.709884;0.999999;-2.81E-12;48.709884;;;0
45.5;1.46E-09;48.886373;0.999999;-1.49E-12;48.886373;;;0
44.9999;1.43E-09;49.062829;0.999999;-1.60E-12;49.062829;;;0
44.5;1.39E-09;49.239346;1;2.30E-13;49.239346;;;4.79583E-07
44;1.35E-09;49.415873;1.000001;9.80E-13;49.415873;;;9.89949E-07
43.4999;1.31E-09;49.592631;1;7.06E-12;49.592631;;;2.65707E-06
42.9999;1.28E-09;49.769257;1;6.02E-12;49.769257;;;2.45357E-06
42.4999;1.24E-09;49.945848;1;8.03E-12;49.945848;;;2.83373E-06
42;1.20E-09;50.124199;1;9.91E-12;50.124199;;;3.14802E-06
41.5;1.17E-09;50.300677;1;1.07E-11;50.300677;;;3.27109E-06
41;1.15E-09;50.501218;0.999999;8.86E-12;50.501218;;;2.97658E-06
40.5001;1.12E-09;50.677876;0.999999;8.81E-12;50.677876;;;2.96816E-06
40;1.09E-09;50.854306;0.999999;8.31E-12;50.854306;;;2.88271E-06
39.4999;1.07E-09;51.067968;1;1.01E-11;51.067968;;;3.17805E-06
39;1.03E-09;51.244598;0.999999;9.07E-12;51.244598;;;3.01164E-06
38.4999;1.00E-09;51.421036;0.999999;7.16E-12;51.421036;;;2.67582E-06
38;9.66E-10;51.597356;0.999999;9.03E-12;51.597356;;;3.005E-06
37.5;9.40E-10;51.773846;1;7.68E-12;51.773846;;;2.77128E-06
36.9999;9.08E-10;51.950141;1;8.13E-12;51.950141;;;2.85132E-06
36.5;8.78E-10;52.126779;0.999999;8.70E-12;52.126779;;;2.94958E-06
35.9999;8.60E-10;52.303087;0.999999;4.00E-12;52.303087;;;0.000002
35.4999;8.29E-10;52.479426;1;4.00E-12;52.479426;;;0.000002
35;8.06E-10;52.663277;0.999999;1.86E-12;52.663277;;;1.36382E-06
34.4999;7.80E-10;52.839565;0.999999;4.50E-13;52.839565;;;6.7082E-07
34;7.65E-10;53.048611;1;1.05E-12;53.048611;;;1.0247E-06
33.5;7.33E-10;53.224966;0.999999;1.61E-12;53.224966;;;1.26886E-06
33;7.09E-10;53.401225;1;2.00E-14;53.401225;;;1.41421E-07
32.4999;6.83E-10;53.578632;0.999999;-8.90E-13;53.578632;;;0
31.9999;6.48E-10;53.755067;0.999999;1.42E-12;53.755067;;;1.19164E-06
31.5;6.25E-10;53.931283;0.999999;8.80E-13;53.931283;;;9.38083E-07
30.9999;5.92E-10;54.109794;0.999999;4.28E-12;54.109794;;;2.06882E-06
30.4999;5.68E-10;54.286138;1;3.14E-12;54.286138;;;1.772E-06
29.9999;5.48E-10;54.462513;0.999999;1.25E-12;54.462513;;;1.11803E-06
29.5;5.18E-10;54.640614;0.999999;2.05E-12;54.640614;;;1.43178E-06
28.9999;4.97E-10;54.816826;0.999999;6.70E-13;54.816826;;;8.18535E-07
28.4999;4.78E-10;55.0141;1;1.64E-12;55.0141;;;1.28062E-06
27.9999;4.50E-10;55.190556;1.000001;1.48E-12;55.190556;;;1.21655E-06
27.5;4.21E-10;55.367014;0.999999;2.47E-12;55.367014;;;1.57162E-06
26.9999;4.14E-10;55.576238;0.999999;1.77E-12;55.576238;;;1.33041E-06
26.5;3.78E-10;55.752531;1;3.34E-12;55.752531;;;1.82757E-06
26;3.54E-10;55.928882;0.999999;1.74E-12;55.928882;;;1.31909E-06
25.4999;3.31E-10;56.10528;1;9.70E-13;56.10528;;;9.84886E-07
24.9999;3.07E-10;56.281591;1;8.90E-13;56.281591;;;9.43398E-07
24.4999;2.83E-10;56.457936;1;1.08E-12;56.457936;;;1.03923E-06
23.9999;2.55E-10;56.636321;1;3.47E-12;56.636321;;;1.86279E-06
23.5;2.39E-10;56.812827;0.999999;-5.20E-13;56.812827;;;0
23;2.12E-10;56.988982;0.999999;1.65E-12;56.988982;;;1.28452E-06
22.5;1.89E-10;57.176004;0.999999;2.86E-12;57.176004;;;1.69115E-06
22;1.68E-10;57.352325;0.999999;1.49E-12;57.352325;;;1.22066E-06
21.4999;1.73E-10;57.572752;0.999999;-1.66E-12;57.572752;;;0
20.9999;1.32E-10;57.748883;0.999999;3.01E-12;57.748883;;;1.73494E-06
20.4999;1.12E-10;57.924957;1;6.40E-13;57.924957;;;0.0000008
20;8.76E-11;58.101136;0.999999;8.90E-13;58.101136;;;9.43398E-07
19.4999;5.75E-11;58.277398;0.999999;3.47E-12;58.277398;;;1.86279E-06
18.9999;4.12E-11;58.453625;0.999999;1.52E-12;58.453625;;;1.23288E-06
18.5;2.05E-11;58.629742;1;1.44E-12;58.629742;;;0.0000012
18;-9.10E-13;58.805934;0.999999;1.53E-12;58.805934;;;1.23693E-06
17.5;-2.64E-11;58.981995;0.999999;4.16E-12;58.981995;;;2.03961E-06
17;-3.34E-11;59.182706;0.999999;9.30E-13;59.182706;;;9.64365E-07
16.5;-5.54E-11;59.358777;0.999999;1.00E-12;59.358777;;;0.000001
16;-5.67E-11;59.563017;0.999999;-1.44E-12;59.563017;;;0
15.5;-9.51E-11;59.739176;1;3.61E-12;59.739176;;;0.0000019
15;-1.10E-10;59.915211;0.999999;4.30E-13;59.915211;;;6.55744E-07
14.4999;-1.31E-10;60.092748;1;1.42E-12;60.092748;;;1.19164E-06
14;-1.44E-10;60.26895;0.999999;-2.52E-12;60.26895;;;0
13.5001;-1.70E-10;60.445059;1.000001;3.20E-13;60.445059;;;5.65685E-07
12.9999;-1.96E-10;60.62133;0.999999;2.81E-12;60.62133;;;1.67631E-06
12.5001;-2.15E-10;60.797557;0.999999;2.07E-12;60.797557;;;1.43875E-06
11.9999;-2.36E-10;60.973602;1;1.00E-12;60.973602;;;0.000001
11.4999;-2.55E-10;61.150326;0.999999;1.15E-12;61.150326;;;1.07238E-06
11;-2.76E-10;61.326411;0.999999;3.01E-12;61.326411;;;1.73494E-06
10.4999;-2.88E-10;61.502496;0.999999;4.00E-13;61.502496;;;6.32456E-07
10;-3.06E-10;61.688877;1;9.70E-13;61.688877;;;9.84886E-07
9.5;-3.37E-10;61.864936;0.999999;5.53E-12;61.864936;;;2.3516E-06
9;-3.32E-10;62.0705;0.999999;2.44E-12;62.0705;;;1.56205E-06
8.5;-3.53E-10;62.24676;0.999999;1.40E-13;62.24676;;;3.74166E-07
8;-3.81E-10;62.42284;0.999999;2.63E-12;62.42284;;;1.62173E-06
7.4999;-3.97E-10;62.600016;1;6.60E-13;62.600016;;;8.12404E-07
7;-4.20E-10;62.776148;1;1.24E-12;62.776148;;;1.11355E-06
6.4999;-4.36E-10;62.952506;1;-1.00E-13;62.952506;;;0
6;-4.58E-10;63.12863;0.999999;9.00E-13;63.12863;;;9.48683E-07
5.5;-4.84E-10;63.304696;0.999999;3.38E-12;63.304696;;;1.83848E-06
5;-5.14E-10;63.480844;1.000001;3.03E-12;63.480844;;;1.74069E-06
4.4999;-5.32E-10;63.656948;1;2.88E-12;63.656948;;;1.69706E-06
